clust_logFCS,clust_logFCS_predict_ipc
3.8951688,3.8455029
3.783778,3.8455029
3.5337107,3.8455029
3.7269306,3.8455029
3.8251946,3.8455029
3.8165567,3.8455029
3.7104301,3.8455029
3.7747838,3.8455029
3.7208622,3.8455029
3.8755589,3.8455029
3.8690186,3.8455029
3.862282,3.8455029
4.0621223,3.8455029
3.769233,3.8455029
3.8365622,3.8455029
3.9427571,3.8455029
3.8599021,3.8455029
3.903688,3.8455029
3.8117001,3.8455029
3.8714225,3.8455029
3.7882504,3.8455029
3.6993754,3.8455029
3.8115165,3.8455029
3.9072084,3.8455029
4.2842131,3.8092873
3.9768937,3.8092873
3.951036,3.8092873
3.9270968,3.8092873
4.0721822,3.8092873
3.8788211,3.8455029
3.9508622,3.8455029
3.7707906,3.8455029
3.8051298,3.8455029
3.7375555,3.8455029
3.7012672,3.8092873
3.6000323,3.8092873
3.6828971,3.8092873
3.9283459,3.7114458
3.8154273,3.7114458
3.8760276,3.7114458
3.9398093,3.7114458
3.9745471,3.7114458
3.8097532,3.7114458
3.7456319,3.8092873
3.8589869,3.8092873
3.7630835,3.8092873
3.9103026,3.8092873
3.6864624,3.8092873
4.1136656,3.8455029
4.1679573,3.8092873
4.2652955,3.8092873
4.078208,3.8092873
3.6110394,3.8455029
4.0867577,3.8455029
4.1026874,3.8455029
4.0682878,3.8455029
3.7178438,3.8455029
4.1690516,3.8455029
4.1260076,3.8455029
3.6797531,3.8455029
3.8841419,3.8455029
3.9120786,3.8455029
3.7426519,3.8455029
3.743185,3.8455029
3.8315892,3.8455029
3.6114998,3.8455029
4.0142374,3.8455029
3.9084847,3.8455029
3.8901103,3.8455029
3.5933232,3.8455029
3.8459108,3.8455029
4.0626636,3.8455029
4.0561142,3.8455029
3.9952502,3.8455029
4.1598439,3.8455029
4.0769825,3.8455029
4.0578866,3.8455029
3.731437,3.8455029
3.7718937,3.8455029
3.9795847,3.8455029
3.7152534,3.8092873
3.9014177,3.8455029
3.9350686,3.8092873
4.0153956,3.8092873
4.324347,3.8455029
3.6324029,3.8455029
3.5920858,3.8455029
3.8664851,3.8455029
3.835552,3.8455029
3.7613709,3.8455029
4.0793805,3.8455029
4.0699353,3.8455029
3.9626055,3.8455029
3.9700658,3.8455029
3.9740949,3.8455029
4.0423613,3.8455029
4.132751,3.8455029
3.5039699,3.8455029
3.5647979,3.8455029
3.9571698,3.8455029
4.0548263,3.8455029
3.8807201,3.8455029
4.0847344,3.8455029
3.8203382,3.8455029
3.8733225,3.8455029
4.0828404,3.8455029
3.7540188,3.8455029
3.7123218,3.8455029
3.7871675,3.8455029
3.8290179,3.8455029
3.6330421,3.8455029
3.5129116,3.8455029
3.4700599,3.8455029
3.7969377,3.8455029
3.7337303,3.8455029
3.5810254,3.8455029
3.8072,3.8455029
3.8458664,3.8455029
3.6360345,3.8455029
3.7424657,3.8455029
3.5088694,3.8455029
3.9281611,3.8455029
3.7886827,3.8455029
4.0185342,3.8455029
4.2014508,3.8455029
3.9381959,3.8455029
3.7903481,3.8455029
3.8999734,3.8455029
4.0649905,3.8455029
3.8101511,3.8455029
3.734107,3.8455029
3.6278491,3.8455029
3.6267924,3.8455029
3.6546645,3.8455029
3.7738068,3.8455029
3.7465913,3.8455029
3.8607512,3.8455029
3.9856348,3.8455029
4.0303631,3.8455029
3.7325153,3.8092873
3.7734056,3.8092873
3.8799105,3.8455029
4.157424,3.8455029
3.861671,3.8455029
4.0268712,3.8455029
3.7149696,3.8455029
3.6263626,3.8092873
3.4994767,3.8092873
3.719039,3.8092873
4.0493155,3.8455029
4.0753093,3.8455029
3.6575587,3.8455029
3.7153931,3.8455029
3.5921345,3.8455029
3.8338685,3.8455029
4.0500031,3.8455029
4.4506931,3.8455029
3.4386621,3.8455029
3.4970751,3.8455029
3.9072759,3.8455029
3.7071161,3.8455029
3.7113237,3.8455029
3.4631667,3.8455029
3.6348729,3.8455029
4.0815754,3.8455029
3.5251071,3.8455029
3.6214542,3.8455029
3.5940809,3.8455029
3.4005225,3.8455029
3.6394231,3.8455029
3.7091131,3.8455029
3.6045275,3.8455029
3.1962385,3.8455029
4.0172911,3.8455029
3.3965664,3.8455029
3.8185904,3.8455029
4.0982165,3.8455029
3.5331571,3.8455029
3.5485477,3.8455029
3.6948891,3.8455029
3.6600847,3.8455029
4.1019239,3.8455029
3.7911065,3.8455029
3.6834636,3.8455029
3.3471808,3.8092873
3.7502642,3.8092873
3.4869084,3.8455029
3.7665718,3.8455029
3.8569782,3.8092873
3.6652234,3.8092873
3.5847678,3.8455029
3.7999172,3.8455029
3.843709,3.8092873
4.0959139,3.8092873
3.6827257,3.8455029
3.8491385,3.8455029
3.77423,3.8455029
3.6260777,3.8092873
3.4503989,3.8092873
3.6716833,3.8092873
3.5983672,3.8092873
3.7041273,3.8092873
3.5975187,3.8092873
3.8041813,3.8092873
3.974762,3.8455029
3.7343276,3.8092873
3.9371347,3.8092873
3.6511688,3.8092873
4.0052867,3.8092873
4.0668554,3.8455029
4.1440897,3.8455029
4.1809835,3.8455029
3.5574934,3.8455029
3.465596,3.8455029
3.5732334,3.8455029
4.0591154,3.8455029
3.96422,3.8455029
3.9536719,3.8455029
3.9835513,3.8455029
3.6447661,3.8455029
3.8073738,3.8455029
3.6342654,3.8455029
4.0276194,3.8455029
3.5113714,3.8455029
3.7830005,3.8455029
3.8587115,3.8455029
3.6719575,3.8455029
3.5969834,3.8455029
3.3985407,3.8455029
3.5757735,3.8455029
3.4812198,3.8455029
3.695091,3.8455029
3.6110628,3.8455029
3.648488,3.8455029
3.7610683,3.8455029
3.6458299,3.8455029
3.5760016,3.8455029
3.4509323,3.8455029
4.102891,3.8455029
3.5860262,3.8455029
3.6482675,3.8455029
3.8718994,3.8455029
3.642993,3.8092873
3.7997458,3.8092873
3.5383146,3.8455029
4.0129547,3.8092873
3.5351419,3.8092873
3.5473676,3.8455029
4.1563544,3.8455029
3.5604608,3.8092873
3.7065463,3.8092873
3.6839414,3.8455029
3.9299369,3.8455029
3.4188042,3.8455029
3.6513655,3.8092873
3.4565077,3.8092873
3.5727167,3.8092873
3.8699934,3.8092873
3.8246684,3.8092873
3.5242543,3.8455029
3.846525,3.8455029
3.6657221,3.8092873
4.0402508,3.8455029
4.2241273,3.8455029
4.2935615,3.8455029
4.4004464,3.8455029
