clust_RCSI,clust_RCSI_TA_predict_m2
12.3125,4.4595437
5.352941,4.0810037
5.0799999,3.9123297
4.2857141,4.2847095
.8125,5.8899169
10.842105,3.323523
2.0869565,4.3302174
2.1500001,5.2766724
3.090909,4.0172601
2.25,8.4058456
2.8888888,3.7685812
8.2857141,3.7784138
7.0454545,7.5397654
3.3809524,3.6769159
2.2222223,6.8313465
3.8571429,6.6806884
4.1428571,2.295954
1.1363636,4.8114061
4.1999998,7.8359051
3.25,4.8285642
4.1999998,6.4861956
7.5454545,6.6845784
3.5263157,6.7613378
10.166667,5.991055
4,6.4676514
8.5625,7.0062718
6.2105265,9.1958132
9.4705887,7.5576892
2.3181818,4.5805717
8.2631578,5.2672191
4.4705882,4.4595437
3.8823528,4.3617163
6.125,3.453815
3.6111112,4.3801713
2.0555556,3.2157435
4.8888888,3.6402223
1.7619047,4.2400846
.86666667,4.2400846
1.25,4.4909325
.2631579,4.4909325
.8125,5.1106524
2.5294118,4.147872
.625,3.7278795
3.0999999,4.5948987
3.5,3.6478536
5.0500002,3.7060835
3.652174,4.8351903
1.1304348,4.2248673
3.9130435,4.3942537
3.1481481,4.3131523
1.7777778,4.4820004
1.8333334,4.0172601
5.8888888,3.9002872
8.6499996,3.7116988
4.4347825,3.7685812
4.3888888,3.7784138
4.4583335,4.181973
1.6666666,3.6445932
5.75,3.8862877
11.85,3.8862877
2.75,4.5726104
2.7894738,2.5192273
1.3214285,2.295954
.90909094,2.689806
2.8636363,2.5711613
1.6842105,2.5711613
7.652174,2.138757
.15000001,.18105392
4.125,2.5711613
4.4375,2.8756824
3.8125,2.7008116
4.8421054,5.0246949
7,5.1667714
7.4705882,5.5613317
4.3684211,4.827323
3.1904762,4.906271
3.4705882,4.906271
2.3,4.112143
8.0526314,3.7988729
2.4736843,5.724093
8.4210529,4.1101985
2.1428571,4.1875105
7.0952382,3.7710338
13.722222,4.5643396
10.714286,4.3195391
2.5238094,3.7416496
12,5.410295
9.25,5.0320339
3.75,4.5333672
4.6666665,4.5333672
4.6111112,2.6197557
4.1176472,4.5596523
3,2.7990515
5.909091,2.228066
1.5263158,2.5586805
3,2.6387205
3.4000001,2.2942519
4.125,2.8706274
3.3125,3.2386382
2.8636363,4.3801713
2.5882354,4.358561
.78947371,4.358561
3.1818182,3.2157435
3.5882354,3.7985942
3.5,3.6802049
3.3529413,4.3801713
2,4.5948987
4.4666667,4.5948987
2.4375,5.1106524
2.4736843,5.1106524
.095238097,3.108839
2.2608695,4.5822067
3.3,4.7156577
7,5.3287668
1.7826087,4.519731
4.5714288,4.4820004
2.72,3.9002872
2.6111112,3.8023324
3.1500001,3.7116988
5.1999998,3.8686235
5.3157897,4.3316011
7.1500001,4.5260549
6.6666665,4.5260549
6,4.2008638
2.7391305,3.6532664
3.2592592,5.2328033
4.352941,3.8055232
4.7222223,4.5726104
.75,2.295954
2.8,1.8806558
4.3000002,4.8114061
2.6842105,4.6570592
4.6999998,4.6570592
6.8571429,4.1345868
1.2857143,4.1345868
4.4761906,4.9111862
2.3529413,4.2116222
3.0454545,4.2116222
2.8571429,3.2828054
1.9375,3.782304
3.5,3.612288
4.0526314,3.4508228
6.1875,4.5643396
10.55,5.5010104
8.043478,5.410295
7.1052632,5.4505625
4.5238094,4.4867644
3,4.825284
7.818182,4.825284
3.2777777,3.5583596
4,1.5108755
1.9130435,3.2988372
5.3333335,2.2734621
1.1578947,3.0715482
5.1428571,2.3511825
3.4761906,1.5347204
