clust_RCSI,clust_RCSI_ipczone_predict_m1
12.3125,1.8804213
5.352941,1.3638885
5.0799999,1.7978705
4.2857141,3.0880899
.8125,3.1797905
10.842105,1.7978705
2.0869565,1.5532354
2.1500001,1.4936596
3.090909,2.7879453
2.25,4.609942
2.8888888,2.7879453
8.2857141,2.2438805
7.0454545,4.2517171
3.3809524,1.5532354
2.2222223,4.2517171
3.8571429,4.2517171
4.1428571,3.2172747
1.1363636,2.9457414
4.1999998,5.3331337
3.25,2.6370354
4.1999998,4.1353221
7.5454545,4.1353221
3.5263157,5.4475865
10.166667,3.2600162
4,4.0360646
8.5625,3.3519824
6.2105265,6.8224344
9.4705887,4.2531977
2.3181818,2.5346825
8.2631578,4.0360646
4.4705882,1.7977216
3.8823528,1.7977216
6.125,1.7977216
3.6111112,2.040354
2.0555556,2.040354
4.8888888,1.8202109
1.7619047,3.0288575
.86666667,1.4389064
1.25,3.0288575
.2631579,3.0288575
.8125,3.3733633
2.5294118,3.0288575
.625,2.5755212
3.0999999,2.1578448
3.5,3.0288575
5.0500002,3.0288575
3.652174,2.3348835
1.1304348,2.9731891
3.9130435,2.9731891
3.1481481,2.9731891
1.7777778,2.5862267
1.8333334,2.5862267
5.8888888,2.5755212
8.6499996,2.5755212
4.4347825,2.5755212
4.3888888,2.5755212
4.4583335,3.1517186
1.6666666,1.4843392
5.75,1.4843392
11.85,1.4843392
2.75,2.45626
2.7894738,2.5890911
1.3214285,2.5890911
.90909094,2.5890911
2.8636363,2.5755212
1.6842105,2.5890911
7.652174,2.5890911
.15000001,2.5890911
4.125,2.5890911
4.4375,3.05142
3.8125,2.5755212
4.8421054,2.6399388
7,3.1486204
7.4705882,3.1486204
4.3684211,2.2882175
3.1904762,3.05142
3.4705882,3.6659062
2.3,3.05142
8.0526314,1.4461529
2.4736843,4.781095
8.4210529,1.5597427
2.1428571,1.5597427
7.0952382,1.3906293
13.722222,1.2930877
10.714286,1.6442178
2.5238094,1.3906293
12,2.4678159
9.25,3.0774577
3.75,1.516638
4.6666665,3.2051179
4.6111112,2.4443991
4.1176472,2.4443991
3,3.4669263
5.909091,2.4443991
1.5263158,3.4669263
3,2.6978707
3.4000001,2.6978707
4.125,2.1215451
3.3125,1.6827736
2.8636363,1.9908216
2.5882354,2.5346878
.78947371,2.5346878
3.1818182,1.9908216
3.5882354,2.1333661
3.5,1.803214
3.3529413,1.6340083
2,2.9652538
4.4666667,3.1275706
2.4375,2.9652538
2.4736843,2.9652538
.095238097,2.9652538
2.2608695,2.3742902
3.3,2.3742902
7,2.3742902
1.7826087,2.9868107
4.5714288,2.7835548
2.72,2.6888254
2.6111112,2.6888254
3.1500001,2.6888254
5.1999998,2.6888254
5.3157897,2.6888254
7.1500001,2.6888254
6.6666665,2.6888254
6,2.6888254
2.7391305,2.6888254
3.2592592,3.3241763
4.352941,1.5310162
4.7222223,2.4849124
.75,2.5890608
2.8,2.5890608
4.3000002,2.7200642
2.6842105,2.7200642
4.6999998,2.7200642
6.8571429,3.5280509
1.2857143,3.5280509
4.4761906,3.4346197
2.3529413,1.4708936
3.0454545,2.3826263
2.8571429,1.8888987
1.9375,4.5882096
3.5,1.5065819
4.0526314,1.5065819
6.1875,1.7259976
10.55,2.687393
8.043478,2.687393
7.1052632,3.0605972
4.5238094,1.8888987
3,3.2338581
7.818182,1.4146972
3.2777777,2.3826263
4,2.3826263
1.9130435,2.4252732
5.3333335,2.1370132
1.1578947,2.4252732
5.1428571,2.4252732
3.4761906,1.324676
