logFCS,logFCS_new
3.6109178,3.8456628
3.3322046,3.6875477
4.0604429,3.6875477
3.1354942,3.6875477
3.4177268,3.6875477
4.3438053,3.6875477
4.4773369,3.6875477
3.6635616,3.7156587
3.2771447,3.6875477
3.48124,3.6875477
3.6888795,3.6875477
4.2972856,3.6875477
3.8177123,3.6875477
3.5115454,3.6875477
3.4011974,3.6875477
3.7256935,3.6875477
3.8607297,3.6875477
3.7954891,3.6875477
4.1896548,3.6875477
3.713572,3.6875477
3.2188759,3.6875477
3.5263605,3.6875477
3.5695326,3.6875477
3.9318256,3.6875477
3.7612002,3.6875477
3.4657359,3.6875477
3.8394523,3.6875477
3.871201,3.6875477
2.8332133,3.6875477
3.5115454,3.6875477
4.3307333,3.7156587
3.6109178,3.7156587
4.3944492,3.7156587
3.9019728,3.7156587
4.4308167,3.7156587
3.9512436,3.7156587
3.7013021,3.7156587
4.3438053,3.7156587
3.9512436,3.7156587
2.9444389,3.7156587
3.9889841,3.7156587
4.0073333,3.7156587
2.9957323,3.7156587
4.0073333,3.7156587
3.8501475,3.7156587
3.7841897,3.7156587
4.2195077,3.7156587
3.8286414,3.6875477
3.5115454,3.6875477
4.2341065,3.6875477
3.6506581,3.6875477
4.7184987,3.6875477
3.8501475,3.6875477
4.6443911,3.6875477
3.7841897,3.6875477
4.2766662,3.6875477
3.7954891,3.6875477
3.871201,3.6875477
3.871201,3.6875477
3.6635616,3.6875477
4.3107991,3.740356
4.051785,3.6875477
3.8918202,3.6875477
3.8286414,3.6875477
4.6728287,3.7276218
4.4426513,3.6875477
4.0073333,3.6875477
3.7495041,3.6875477
4.2766662,3.6875477
4.5643482,3.6742821
4.3820267,3.6875477
3.7495041,3.7157757
4.2046928,3.7157757
4.2195077,3.7157757
4.2766662,3.7157757
3.9120231,3.6875477
3.9120231,3.7889488
3.6888795,3.7157757
3.3322046,3.7157757
4.1743875,3.6875477
4.6347289,3.7157757
3.871201,3.7157757
4.1588831,3.6742821
4.0253515,3.7157757
3.8918202,3.7157757
3.5263605,3.6875477
2.74084,3.6875477
3.9796817,3.6875477
4.0775375,3.6875477
3.8066626,3.6875477
4.1743875,3.6875477
4.1743875,3.6875477
3.7376697,3.6875477
3.4339871,3.6875477
3.9512436,3.6875477
4.3820267,3.6875477
3.583519,3.6875477
3.5263605,3.8222604
3.4965076,3.6875477
3.5695326,3.6875477
3.6888795,3.8452857
4.0073333,3.6875477
3.7612002,3.6875477
3.6888795,3.6875477
4.2484951,3.6875477
3.6109178,3.6875477
3.6635616,3.6875477
3.8501475,3.6875477
3.8286414,3.6875477
3.4657359,3.7129459
3.8066626,3.6875477
3.4339871,3.6875477
3.6109178,3.6875477
3.583519,3.6875477
3.3843904,3.6875477
3.6888795,3.6875477
3.0445225,3.7284687
3.6109178,3.6875477
3.6635616,3.6875477
3.3322046,3.6965258
4.3372908,3.6965258
4.0253515,3.6965258
4.5272088,3.6965258
4.1972017,3.8452857
3.9512436,3.6965258
3.9219732,3.6965258
3.3672957,3.6965258
3.8501475,3.6965258
4.1351666,3.6965258
4.1896548,3.6965258
4.0073333,3.6965258
3.9796817,3.6875477
3.8286414,3.740356
4.1588831,3.6965258
4.356709,3.6965258
3.7495041,3.7276218
3.7376697,3.697022
3.8177123,3.697022
3.5973122,3.697022
3.624341,3.697022
3.9702919,3.697022
4.1431346,3.697022
4.1431346,3.697022
3.9702919,3.697022
3.6375861,3.697022
3.5263605,3.6875584
3.9219732,3.697022
4.2904596,3.697022
3.3672957,3.697022
3.6635616,3.697022
3.6888795,3.697022
4.2341065,3.697022
3.48124,3.697022
4.3694477,3.697022
3.6375861,3.697022
3.7612002,3.697022
3.583519,3.697022
3.9019728,3.697022
3.9219732,3.697022
3.4965076,3.697022
3.9702919,3.697022
3.4011974,3.697022
4.1743875,3.6965258
3.9702919,3.697022
3.8394523,3.697022
3.9889841,3.697022
3.0910425,3.697022
3.8501475,3.697022
3.9415817,3.697022
3.7376697,3.697022
4.0342407,3.697022
3.8918202,3.697022
3.7495041,3.697022
4.1431346,3.697022
4.0943446,3.697022
3.624341,3.697022
3.8394523,3.697022
3.4965076,3.697022
3.8607297,3.697022
3.8918202,3.697022
3.7954891,3.697022
3.5409594,3.697022
4.0775375,3.697022
3.8394523,3.697022
3.3672957,3.697022
3.713572,3.697022
4.1351666,3.697022
3.9512436,3.697022
3.8815639,3.697022
3.5973122,3.697022
4.1431346,3.697022
4.3820267,3.697022
3.8918202,3.697022
3.9608133,3.6875584
3.7612002,3.697022
4.4188404,3.697022
3.48124,3.697022
3.9889841,3.697022
3.4657359,3.7896171
4.1743875,3.7896171
3.2958369,3.7896171
3.8815639,3.7896171
3.624341,3.7896171
4.0253515,3.7896171
3.9120231,3.6965258
3.7376697,3.7896171
3.6506581,3.7896171
3.6506581,3.7896171
4.0163832,3.7896171
3.6375861,3.7896171
3.4657359,3.7896171
4.2195077,3.7896171
3.4965076,3.7896171
3.6635616,3.7896171
3.3141861,3.7896171
3.8066626,3.7896171
3.4339871,3.7896171
3.8394523,3.6988299
3.9512436,3.7896171
3.7013021,3.7896171
4.1510401,3.7896171
4.2626801,3.7896171
4.5217886,3.7896171
3.4177268,3.7896171
3.7727609,3.7896171
4.1820502,3.6965258
4.4308167,3.7896171
4.1510401,3.7896171
3.9019728,3.7896171
3.8918202,3.7896171
3.6375861,3.7307827
4.2626801,3.7307827
3.6375861,3.7307827
3.5973122,3.7307827
3.3322046,3.7418294
3.198673,3.7307827
3.0445225,3.7307827
3.4339871,3.7307827
3.5409594,3.8222604
3.1354942,3.7307827
3.7376697,3.7307827
3.6375861,3.7276218
3.5409594,3.7276218
3.7612002,3.7276218
3.3843904,3.7276218
3.7376697,3.7276218
4.1588831,3.7276218
3.8066626,3.7276218
3.713572,3.6742821
3.9608133,3.7276218
3.3322046,3.7276218
3.7841897,3.7276218
3.5115454,3.7276218
3.6375861,3.7276218
3.8918202,3.7276218
3.5115454,3.7276218
3.3499041,3.7276218
3.4965076,3.7276218
3.8501475,3.7276218
3.5409594,3.7276218
3.6888795,3.7276218
3.0910425,3.7276218
4.0430512,3.7276218
3.4657359,3.7276218
3.9512436,3.7276218
3.7727609,3.7276218
3.0910425,3.7276218
3.48124,3.7276218
3.2958369,3.7276218
3.6375861,3.7276218
3.7612002,3.7276218
3.5263605,3.7276218
3.5553482,3.7276218
4.4426513,3.7276218
3.713572,3.7276218
3.5263605,3.7276218
3.3499041,3.7276218
4.3174882,3.7276218
3.6109178,3.7276218
3.583519,3.7276218
3.7612002,3.7276218
3.7841897,3.7276218
4.1431346,3.7276218
4.3438053,3.7276218
3.583519,3.7276218
4.3307333,3.7276218
3.8501475,3.7889488
4.1588831,3.7276218
3.9889841,3.7276218
4.0253515,3.697022
4.2195077,3.7276218
3.583519,3.7276218
4.0253515,3.7276218
3.6888795,3.7276218
4.1190372,3.7276218
3.4965076,3.7276218
3.4177268,3.7276218
3.6375861,3.7276218
4.0253515,3.7276218
3.48124,3.7276218
3.2958369,3.7276218
3.2958369,3.7276218
3.7256935,3.7276218
3.7727609,3.7276218
3.7841897,3.7276218
4.1666651,3.7276218
3.6635616,3.6965258
3.7376697,3.7276218
4.2696977,3.7276218
3.5695326,3.6732135
3.5263605,3.6875584
3.5115454,3.6732135
3.1354942,3.6732135
3.4339871,3.6732135
3.7495041,3.6732135
3.0445225,3.6732135
3.198673,3.6732135
3.4965076,3.6732135
3.4965076,3.6732135
3.5553482,3.6732135
3.6888795,3.6732135
3.583519,3.6732135
3.871201,3.6732135
3.4177268,3.6732135
3.624341,3.714972
3.2580965,3.6732135
3.4499876,3.6732135
3.5409594,3.6732135
4.2696977,3.6365795
3.3322046,3.6365795
3.7954891,3.6365795
3.4657359,3.6365795
3.5695326,3.6365795
3.7256935,3.6365795
3.6109178,3.6365795
2.9444389,3.6365795
3.5973122,3.6365795
3.1354942,3.6365795
4.0430512,3.6365795
3.5553482,3.6365795
3.3843904,3.6365795
3.9120231,3.6365795
3.198673,3.6365795
3.7376697,3.6365795
3.6763008,3.6365795
3.6763008,3.6365795
3.2958369,3.6365795
3.7013021,3.6365795
3.0445225,3.6365795
4.0775375,3.6365795
3.8066626,3.6365795
3.6109178,3.6365795
3.6763008,3.6365795
3.7495041,3.6365795
3.2188759,3.6365795
3.1570003,3.6365795
3.5695326,3.6365795
3.6506581,3.6365795
3.6888795,3.6365795
4.1431346,3.6365795
3.2958369,3.6365795
3.5115454,3.714972
3.4657359,3.714972
3.4965076,3.714972
3.4965076,3.714972
3.4657359,3.714972
3.7013021,3.714972
3.0445225,3.714972
3.5553482,3.714972
2.8033605,3.714972
3.7612002,3.714972
3.1135154,3.714972
3.0445225,3.714972
3.2580965,3.6365795
3.4499876,3.6365795
3.4339871,3.6365795
3.3843904,3.6365795
3.4339871,3.6365795
3.8607297,3.6365795
4.0253515,3.6365795
3.8177123,3.6365795
3.713572,3.6365795
4.0342407,3.6365795
3.2188759,3.6365795
3.6375861,3.6365795
3.7495041,3.6365795
3.4499876,3.6365795
3.5553482,3.6365795
4.1820502,3.6365795
3.4657359,3.6365795
3.4499876,3.6365795
3.9219732,3.6365795
3.2771447,3.6365795
3.7013021,3.714972
3.8918202,3.714972
4.1743875,3.714972
3.9702919,3.740356
4.1108737,3.740356
3.9120231,3.740356
4.5325994,3.740356
4.5747108,3.740356
3.6635616,3.740356
4.2904596,3.740356
4.5325994,3.740356
3.9702919,3.740356
4.1108737,3.697022
4.2121277,3.740356
3.9702919,3.7530553
4.1743875,3.740356
4.1108737,3.7276218
3.6375861,3.740356
4.4308167,3.7173469
2.8033605,3.740356
3.713572,3.740356
3.713572,3.7122169
4.2904596,3.740356
4.1108737,3.740356
4.3694477,3.740356
4.7184987,3.740356
4.4659081,3.7276218
4.0430512,3.714972
3.8286414,3.740356
4.4773369,3.740356
3.6375861,3.740356
3.871201,3.7896171
4.3438053,3.740356
3.6888795,3.740356
4.0253515,3.740356
3.6888795,3.740356
4.6347289,3.740356
4.2484951,3.740356
4.5432949,3.740356
4.5217886,3.740356
4.1271343,3.740356
4.1972017,3.5969141
3.9512436,3.740356
4.4998097,3.740356
3.9702919,3.740356
4.6051702,3.740356
4.2484951,3.740356
4.7004805,3.740356
4.2766662,3.740356
4.2046928,3.740356
4.5217886,3.740356
4.3694477,3.740356
3.9318256,3.740356
3.7256935,3.740356
4.5538769,3.6863537
4.1743875,3.740356
4.4426513,3.6875477
3.3322046,3.7276218
4.1431346,3.7276218
4.5108595,3.7276218
3.8918202,3.7276218
4.1431346,3.7276218
3.9702919,3.7276218
4.4308167,3.7276218
3.9889841,3.7276218
4.5747108,3.7276218
3.9512436,3.7276218
3.871201,3.7276218
4.1431346,3.7276218
4.4308167,3.7276218
4.0775375,3.740356
4.6443911,3.7276218
3.6506581,3.7276218
4.5325994,3.740356
4.3944492,3.740356
3.6375861,3.740356
3.713572,3.7276218
3.9512436,3.740356
4.3944492,3.740356
4.4659081,3.740356
3.4339871,3.740356
4.4543471,3.8222604
4.6347289,3.740356
4.0342407,3.740356
3.8501475,3.740356
4.6821313,3.740356
3.4965076,3.740356
3.9702919,3.740356
4.0430512,3.740356
3.6888795,3.740356
4.3820267,3.740356
4.4308167,3.740356
4.3174882,3.740356
3.6109178,3.740356
3.5115454,3.740356
3.7612002,3.740356
4.2972856,3.740356
3.9318256,3.740356
3.8177123,3.740356
3.8607297,3.740356
4.2904596,3.740356
3.9415817,3.740356
4.2046928,3.740356
4.6347289,3.740356
4.5747108,3.7727385
4.6347289,3.740356
4.4308167,3.740356
4.7184987,3.740356
3.9702919,3.7276218
4.5432949,3.740356
4.5432949,3.740356
4.6051702,3.6365795
4.3820267,3.740356
4.5108595,3.740356
4.4543471,3.740356
4.5849676,3.740356
4.5643482,3.740356
3.8501475,3.740356
3.871201,3.740356
3.9889841,3.8456628
3.7841897,3.740356
4.4067192,3.740356
4.1190372,3.7681251
4.0604429,3.740356
3.8918202,3.740356
4.1743875,3.740356
4.0073333,3.740356
3.5409594,3.740356
3.6375861,3.740356
3.4965076,3.740356
4.0073333,3.740356
4.051785,3.740356
3.6109178,3.6365795
3.4499876,3.740356
3.9889841,3.8273134
4.1431346,3.740356
3.713572,3.740356
4.2046928,3.740356
4.2626801,3.72333
4.4998097,3.740356
3.8501475,3.740356
4.3307333,3.8554184
4.5217886,3.7276218
3.4965076,3.7276218
3.8286414,3.7276218
3.7727609,3.7276218
4.1896548,3.7276218
3.9702919,3.7276218
4.1271343,3.7276218
3.871201,3.7276218
3.583519,3.7276218
3.7376697,3.7276218
3.9318256,3.7276218
3.6763008,3.7276218
4.3307333,3.7276218
3.871201,3.7276218
3.7256935,3.7276218
4.0604429,3.7276218
3.5695326,3.7129459
4.0690269,3.7129459
3.5553482,3.6875584
4.1190372,3.7129459
3.871201,3.7445347
3.6375861,3.7129459
3.6109178,3.7129459
3.8607297,3.7173469
3.1780539,3.7173469
3.2958369,3.7173469
4.1666651,3.7173469
3.198673,3.7173469
3.8607297,3.6875584
3.9318256,3.7173469
3.8286414,3.7173469
3.7013021,3.7173469
3.9889841,3.7173469
3.2580965,3.7173469
3.4011974,3.7173469
3.583519,3.7173469
3.1780539,3.7173469
3.9120231,3.7418294
3.624341,3.7173469
3.1135154,3.7173469
3.4965076,3.7173469
3.9982007,3.6875584
3.8177123,3.6875584
3.9702919,3.6875584
3.713572,3.6875584
3.3322046,3.6875584
4.1108737,3.6875584
3.4177268,3.6875584
4.0253515,3.6875584
3.3141861,3.6875584
3.5263605,3.6875584
3.2958369,3.6875584
3.7376697,3.6875584
3.2958369,3.6875584
3.6109178,3.6875584
3.5553482,3.6875584
3.8607297,3.6875584
3.5409594,3.6875584
3.9120231,3.7129459
4.3174882,3.6875584
4.2341065,3.6875584
4.2195077,3.6875584
3.4657359,3.6875584
4.0073333,3.6875584
4.1972017,3.6875584
3.2580965,3.6875584
3.7376697,3.6875584
4.1271343,3.6875584
3.713572,3.6875584
2.8332133,3.6875584
3.6888795,3.6875477
3.8815639,3.6875584
3.6888795,3.6875584
3.9415817,3.6875584
3.7376697,3.6875584
3.0910425,3.6875584
3.7256935,3.6875584
3.8066626,3.6875584
3.4499876,3.7129459
3.8177123,3.7129459
4.1108737,3.7129459
3.713572,3.7129459
3.8394523,3.7129459
3.7612002,3.7129459
4.1896548,3.7129459
3.2386785,3.7129459
3.9318256,3.7129459
3.48124,3.7129459
3.9318256,3.7129459
3.6888795,3.7129459
3.9219732,3.7129459
3.7256935,3.7129459
3.068053,3.7129459
4.0073333,3.7129459
4.1896548,3.7129459
3.583519,3.7129459
3.7841897,3.7129459
3.624341,3.7129459
