"","FNID","date","V","IPC","chirps_mean","chirps_min","chirps_max","EFF_YEAR","COUNTRY","ADMIN2","ADMIN3","chirps_mean_w.sum","chirps_max_w.sum","chirps_min_w.sum","price_mean","FNID_OLD.y","price_w"
"33","MW2012C3010102","2010-08","V7",NA,0.839157975,0.007305994,2.543186188,2012,"MW","Chitipa",NA,0.583553406742518,1.7685406183358,0.00508061391937602,24.76192,"10920502",18.6418691185196
"34","MW2012C3010102","2010-09","V7",NA,1.943844103,0.190855235,4.075747013,2012,"MW","Chitipa",NA,1.35175602482,2.83428880534299,0.132721401567916,27.262562,"10920502",15.8232834115282
"35","MW2012C3010102","2010-10","V7"," 1",5.105823295,1.451306105,11.00757313,2012,"MW","Chitipa",NA,7.10121494828804,15.3094101262135,2.01848673796841,26.4032,"10920502",19.0056628677774
"36","MW2012C3010102","2010-10","V7"," 1",5.105823295,1.451306105,11.00757313,2012,"MW","Chitipa",NA,7.10121494828804,15.3094101262135,2.01848673796841,26.4032,"10920502",19.0056628677774
"37","MW2012C3010102","2010-11","V7",NA,19.54211165,10.32255077,34.76348877,2012,"MW","Chitipa",NA,13.5896531619093,24.1746523376469,7.17833810505835,24.3522668,"10920502",18.1941357217269
"38","MW2012C3010102","2010-12","V7",NA,184.5561847,126.8289108,253.1941528,2012,"MW","Chitipa",NA,128.341019838471,176.072104222957,88.1972705684921,21.5560008,"10920502",18.603564664422
"39","MW2012C3010102","2011-01","V7"," 1",165.6767387,102.8167191,241.0123901,2012,"MW","Chitipa",NA,115.212186699858,167.600863603795,71.4991080206245,32.954268,"10920502",50.4953829781768
"40","MW2012C3010102","2011-02","V7",NA,215.7664822,147.9683075,272.6670532,2012,"MW","Chitipa",NA,150.044770472042,189.613627638233,102.897681371079,24.458968,"10920502",46.9192706329785
"41","MW2012C3010102","2011-03","V7",NA,285.6612463,195.8160858,399.1386719,2012,"MW","Chitipa",NA,198.649835214494,277.562436023955,136.171194659236,29.337518,"10920502",49.6474480694896
"42","MW2012C3010102","2011-04","V7"," 1",210.867341,75.84364319,652.8676758,2012,"MW","Chitipa",NA,146.637890453566,454.006477582674,52.741936181073,34.216068,"10920502",52.3756350680716
