"","FNID","date","V","IPC","chirps_mean","chirps_min","chirps_max","EFF_YEAR","COUNTRY","ADMIN2","ADMIN3","chirps_mean_w.sum","chirps_max_w.sum","chirps_min_w.sum","price_mean","FNID_OLD.y","price_w"
"1976","MW2012C3020213","2010-07","V25"," 1",4.818843832,2.713193893,8.314574242,2012,"MW","Nkhotakota",NA,1.88579611676393,3.25380783539553,1.06177553907645,17.848015,"10922013",9.72479432388641
"1977","MW2012C3020213","2010-08","V25",NA,2.874323107,1.701989412,3.802795172,2012,"MW","Nkhotakota",NA,1.12483150367124,1.48817779081873,0.666052923858881,25.59702,"10922013",12.7188190946188
"1978","MW2012C3020213","2010-09","V25",NA,1.400457072,0.460171163,2.191968203,2012,"MW","Nkhotakota",NA,0.548051897954138,0.857800183902582,0.180082406171685,20.98419,"10922013",10.918694866865
"1979","MW2012C3020213","2010-10","V25"," 1",3.290057696,2.843408585,3.893921375,2012,"MW","Nkhotakota",NA,2.57504839058918,3.04767785135357,2.22546696050151,15.99003,"10922013",8.97068378917391
"1980","MW2012C3020213","2010-10","V25"," 1",3.290057696,2.843408585,3.893921375,2012,"MW","Nkhotakota",NA,2.57504839058918,3.04767785135357,2.22546696050151,15.99003,"10922013",8.97068378917391
"1981","MW2012C3020213","2010-11","V25",NA,33.42765962,28.99265862,37.41202545,2012,"MW","Nkhotakota",NA,13.0815093623276,14.6407426290472,11.3459254846959,16.08281,"10922013",8.99548243644361
"1982","MW2012C3020213","2010-12","V25",NA,254.8775711,219.3447876,300.8689575,2012,"MW","Nkhotakota",NA,99.7432476725682,117.741419205285,85.8379235993656,16.17559,"10922013",9.02028108371331
"1983","MW2012C3020213","2011-01","V25"," 1",273.4811442,238.4997559,322.6177673,2012,"MW","Nkhotakota",NA,107.023530481682,126.252552268515,93.3339882356591,24.433,"10922013",11.2273608551233
"1984","MW2012C3020213","2011-02","V25",NA,203.9077166,173.5110168,235.1978149,2012,"MW","Nkhotakota",NA,79.7968130008661,92.0418136534006,67.901433020999,15.38,"10922013",7.67466601248397
"1985","MW2012C3020213","2011-03","V25",NA,250.3992849,206.7825928,343.3034363,2012,"MW","Nkhotakota",NA,97.9907246566455,134.34763806769,80.921860950778,17.9575,"10922013",8.63249488472149
"1986","MW2012C3020213","2011-04","V25"," 1",82.46182838,35.15950012,210.6421204,2012,"MW","Nkhotakota",NA,32.2704368852138,82.4322402895503,13.7592441476026,20.535,"10922013",9.59032375695902
"1987","MW2012C3020213","2011-05","V25"," 1",11.97595589,7.948050499,22.36435699,2012,"MW","Nkhotakota",NA,4.68664515789566,8.75201999400763,3.11037321179116,20.3325,"10922013",9.95714943839237
"1988","MW2012C3020213","2011-06","V25",NA,4.489890108,2.322487831,7.536907196,2012,"MW","Nkhotakota",NA,1.75706406464911,2.94947726428561,0.90887745808387,21.82875,"10922013",10.8574615246266
"1989","MW2012C3020213","2011-07","V25"," 1",4.745425591,2.677415848,8.210273743,2012,"MW","Nkhotakota",NA,1.85706477816814,3.21299109950453,1.04777423488843,24.1725,"10922013",12.0864498370213
"1990","MW2012C3020213","2011-08","V25",NA,2.876675083,1.697172642,3.812282801,2012,"MW","Nkhotakota",NA,1.12575192096679,1.49189065941321,0.66416793931113,23.75,"10922013",12.2426350690429
"1991","MW2012C3020213","2011-09","V25",NA,1.416951427,0.467464089,2.207266569,2012,"MW","Nkhotakota",NA,0.554506763829012,0.863787013980796,0.182936404352601,21.875,"10922013",11.6839166302879
"1992","MW2012C3020213","2011-10","V25"," 1",6.661985361,5.127485752,9.073905945,2012,"MW","Nkhotakota",NA,5.2141744209618,7.10192618458866,4.01315878123025,30.625,"10922013",15.2457703484107
"1993","MW2012C3020213","2011-10","V25"," 1",6.661985361,5.127485752,9.073905945,2012,"MW","Nkhotakota",NA,5.2141744209618,7.10192618458866,4.01315878123025,30.625,"10922013",15.2457703484107
"1994","MW2012C3020213","2011-11","V25"," 1",47.75491436,40.47148132,58.98148346,2012,"MW","Nkhotakota",NA,18.6883068213285,23.0816885434697,15.8380235952291,33.394165,"10922013",16.4319977064542
"1995","MW2012C3020213","2011-12","V25",NA,134.7285966,115.5205994,173.3045349,2012,"MW","Nkhotakota",NA,52.724403019279,67.8206288325303,45.2075861658183,37.65,"10922013",18.475519764805
"1996","MW2012C3020213","2012-01","V25"," 1",427.2233229,389.3217773,459.6899414,2012,"MW","Nkhotakota",NA,167.188668361852,179.894085932179,152.356357956357,54.67,"10922013",28.224023603663
"1997","MW2012C3020213","2012-02","V25",NA,193.6762431,177.398468,211.4333038,2012,"MW","Nkhotakota",NA,75.7928498786445,82.7418603219448,69.4227399221248,53.32,"10922013",28.2718216246727
"1998","MW2012C3020213","2012-03","V25",NA,292.4454686,220.3103943,455.7785339,2012,"MW","Nkhotakota",NA,114.444988938809,178.363404023461,86.2158020757522,56.399165,"10922013",30.3571455542672
"1999","MW2012C3020213","2012-04","V25"," 1",113.6071315,60.10560226,221.9717712,2012,"MW","Nkhotakota",NA,44.4587736993486,86.8659617853689,23.5215988086135,38.131665,"10922013",18.9794368621528
"2000","MW2012C3020213","2012-05","V25",NA,14.10902284,11.10965157,18.68577003,2012,"MW","Nkhotakota",NA,5.52139505047269,7.31244958122933,4.34762746411956,28.75,"10922013",13.5079624342093
"2001","MW2012C3020213","2012-06","V25",NA,4.606221942,2.388408661,7.692258835,2012,"MW","Nkhotakota",NA,1.80258911764137,3.01027224494335,0.934674775772885,46.70875,"10922013",23.7573053216092
"2002","MW2012C3020213","2012-07","V25",NA,4.235285053,2.379966974,7.363480568,2012,"MW","Nkhotakota",NA,1.65742746284867,2.88160885579848,0.931371223900582,57.78,"10922013",29.1458103077047
"2003","MW2012C3020213","2012-08","V25",NA,3.005862924,1.764302492,3.994746447,2012,"MW","Nkhotakota",NA,1.17630801645034,1.56329559534253,0.690438392320686,58.03,"10922013",29.1895374789413
"2004","MW2012C3020213","2012-09","V25",NA,1.529504898,0.501935482,2.366089821,2012,"MW","Nkhotakota",NA,0.598553200264785,0.92594056830113,0.196426366120435,54.967665,"10922013",26.8198975666793
"2005","MW2012C3020213","2012-10","V25"," 1",10.99498375,8.326753616,13.49876404,2012,"MW","Nkhotakota",NA,8.60550720566807,10.5651553340252,6.51714817152964,57.1425,"10922013",28.6903824651989
"2006","MW2012C3020213","2012-10","V25"," 1",10.99498375,8.326753616,13.49876404,2012,"MW","Nkhotakota",NA,8.60550720566807,10.5651553340252,6.51714817152964,57.1425,"10922013",28.6903824651989
"2007","MW2012C3020213","2012-11","V25"," 1",39.33518175,32.20989609,46.76065063,2012,"MW","Nkhotakota",NA,30.7866930668168,36.5984275272978,25.2099047346309,60.955,"10922013",29.3974793100764
"2008","MW2012C3020213","2012-11","V25"," 1",39.33518175,32.20989609,46.76065063,2012,"MW","Nkhotakota",NA,30.7866930668168,36.5984275272978,25.2099047346309,60.955,"10922013",29.3974793100764
"2009","MW2012C3020213","2012-12","V25",NA,196.2195088,164.425705,279.9853516,2012,"MW","Nkhotakota",NA,76.7881260793609,109.568873199804,64.3460063856189,69.813335,"10922013",35.6088195057301
"2010","MW2012C3020213","2013-01","V25"," 1",296.8421267,264.737915,367.5150452,2012,"MW","Nkhotakota",NA,116.165567787341,143.82255770319,103.601973724883,98.85335,"10922013",50.1967822737214
"2011","MW2012C3020213","2013-02","V25",NA,210.478329,193.2445831,230.7290955,2012,"MW","Nkhotakota",NA,82.368142510737,90.2930344886834,75.6239249704836,119.7425,"10922013",61.2221241606727
"2012","MW2012C3020213","2013-03","V25"," 1",120.4044729,79.32555389,203.7852325,2012,"MW","Nkhotakota",NA,47.1188308548258,79.7488803331562,31.0430938833359,158.24665,"10922013",85.3785965364894
"2013","MW2012C3020213","2013-04","V25"," 1",107.4406373,40.76141739,234.2232819,2012,"MW","Nkhotakota",NA,42.0455909480867,91.6604419777189,15.9514865614462,148.36835,"10922013",80.682049017889
"2014","MW2012C3020213","2013-05","V25",NA,39.35708024,30.12435913,57.72167587,2012,"MW","Nkhotakota",NA,15.4019162420034,22.5886781152597,11.7888027601381,132.65665,"10922013",73.7231872597516
"2015","MW2012C3020213","2013-06","V25",NA,4.384326971,2.35769248,7.113939285,2012,"MW","Nkhotakota",NA,1.71575321068325,2.78395389978419,0.922654370698339,129.445,"10922013",71.6120903171182
"2016","MW2012C3020213","2013-07","V25"," 1",5.17955272,2.915822983,9.059803963,2012,"MW","Nkhotakota",NA,2.02695516735519,3.54544445259124,1.14107197705768,137.9,"10922013",74.0255367301591
"2017","MW2012C3020213","2013-08","V25",NA,3.498080272,2.086129189,4.634156227,2012,"MW","Nkhotakota",NA,1.36893130863887,1.81352086144011,0.81638136881712,137.79415,"10922013",73.1189131832603
"2018","MW2012C3020213","2013-09","V25",NA,3.29286871,1.613553762,4.489824295,2012,"MW","Nkhotakota",NA,1.28862425154671,1.75703830952938,0.631444704300896,137.68835,"10922013",72.2123225025977
"2019","MW2012C3020213","2013-10","V25"," 2",5.942692335,3.867627621,8.462033272,2012,"MW","Nkhotakota",NA,2.32560060445341,3.31151413920002,1.5135491837974,131.7875,"10922013",69.0583038993266
"2020","MW2012C3020213","2013-11","V25"," 2",32.92009911,23.52615356,54.67933655,2012,"MW","Nkhotakota",NA,12.8828817096893,21.3980955034233,9.20667499768854,125.88665,"10922013",65.9042718207473
"2021","MW2012C3020213","2013-12","V25",NA,195.7163931,170.4546051,269.8478699,2012,"MW","Nkhotakota",NA,76.5912378492335,105.601692629088,66.7053433538433,123.925,"10922013",64.2779480730407
"2022","MW2012C3020213","2014-01","V25"," 1",306.8495472,266.7453003,361.0581055,2012,"MW","Nkhotakota",NA,120.081850484117,141.295712626456,104.387539627321,158.88585,"10922013",80.633214670285
"2023","MW2012C3020213","2014-02","V25"," 1",253.0805752,224.5852051,282.833252,2012,"MW","Nkhotakota",NA,99.0400151113557,110.683364497402,87.8886974605347,107.5,"10922013",53.1445068108989
"2024","MW2012C3020213","2014-03","V25",NA,137.145202,94.34486389,205.3460236,2012,"MW","Nkhotakota",NA,53.6701122470419,80.3596770093037,36.9207187788326,97.28,"10922013",51.2777591392285
"2025","MW2012C3020213","2014-04","V25"," 1",88.0723695,38.0300827,224.8262177,2012,"MW","Nkhotakota",NA,34.4660541382115,87.9830148198467,14.8826118413773,87.724,"10922013",45.5353764297438
"2026","MW2012C3020213","2014-05","V25"," 1",26.90138641,21.75335312,36.54262543,2012,"MW","Nkhotakota",NA,10.5275314569572,14.300513470604,8.51291103643523,80.168,"10922013",40.5686308321421
"2027","MW2012C3020213","2014-06","V25",NA,4.310651605,2.300555706,7.04254961,2012,"MW","Nkhotakota",NA,1.68692124933573,2.75601641590102,0.900294586839375,77.612,"10922013",37.5409780142476
"2028","MW2012C3020213","2014-07","V25"," 1",5.114694788,2.885774136,8.907066345,2012,"MW","Nkhotakota",NA,2.00157380191339,3.48567243736313,1.12931272505421,70.056,"10922013",32.5742324166458
"2029","MW2012C3020213","2014-08","V25",NA,3.264435562,1.940054059,4.334579468,2012,"MW","Nkhotakota",NA,1.27749728376043,1.696285128453,0.759216637501174,61.89,"10922013",27.3709174999198
"2030","MW2012C3020213","2014-09","V25"," 1",1.594238533,0.554721475,2.457577705,2012,"MW","Nkhotakota",NA,0.623885923582433,0.961743242634019,0.217083524577802,59.41463,"10922013",25.7371576665582
"2031","MW2012C3020213","2014-10","V25"," 1",7.189413107,3.696181774,9.504606247,2012,"MW","Nkhotakota",NA,2.81348966508536,3.71951243427696,1.44645592994242,74.657595,"10922013",35.7500974570826
"2032","MW2012C3020213","2014-11","V25",NA,17.81080363,11.76713181,24.42879677,2012,"MW","Nkhotakota",NA,6.97004208745211,9.55991347554451,4.60492438567729,70.713895,"10922013",33.1511666674916
"2033","MW2012C3020213","2014-12","V25",NA,141.6490831,127.8808441,161.7452393,2012,"MW","Nkhotakota",NA,55.4326515168031,63.2970386281224,50.0446180909301,74.488525,"10922013",35.6256863451161
"2034","MW2012C3020213","2015-01","V25"," 1",273.708482,245.1259003,337.8250427,2012,"MW","Nkhotakota",NA,107.112496373788,132.203735144673,95.9270495205381,87.68075,"10922013",43.7064438182503
"2035","MW2012C3020213","2015-02","V25",NA,211.3151627,195.5490875,227.3708801,2012,"MW","Nkhotakota",NA,82.6956272346365,88.9788376021766,76.5257648308514,96.15035,"10922013",49.2670914299709
"2036","MW2012C3020213","2015-03","V25",NA,67.36716344,50.92823029,104.4330826,2012,"MW","Nkhotakota",NA,26.3633227474456,40.8686208756074,19.9301455417121,94.645,"10922013",48.2709443330855
"2037","MW2012C3020213","2015-04","V25"," 1",75.0543452,22.27319336,231.2302094,2012,"MW","Nkhotakota",NA,29.371608140635,90.4891393386478,8.71634421254685,84.98085,"10922013",42.1089061553842
"2038","MW2012C3020213","2015-05","V25",NA,22.20959583,17.55780792,37.40456009,2012,"MW","Nkhotakota",NA,8.69145609014841,14.6378211509107,6.87103528330799,75.31665,"10922013",35.9468485867551
"2039","MW2012C3020213","2015-06","V25"," 1",4.384964356,2.334724188,7.192828178,2012,"MW","Nkhotakota",NA,1.71600264357624,2.81482611172169,0.913666008059427,89.18335,"10922013",44.0196738145916
"2040","MW2012C3020213","2015-07","V25"," 1",4.93423218,2.781028032,8.587100029,2012,"MW","Nkhotakota",NA,1.93095194794759,3.3604574984184,1.08832160704835,105,"10922013",52.8487258355861
"2041","MW2012C3020213","2015-08","V25",NA,3.228712733,1.917235851,4.288744926,2012,"MW","Nkhotakota",NA,1.26351758768465,1.67834833607487,0.750287008416254,114.09,"10922013",57.7915989412877
"2042","MW2012C3020213","2015-09","V25",NA,1.835538979,0.631310225,2.804801464,2012,"MW","Nkhotakota",NA,0.718315927937097,1.09762505146587,0.24705560343595,127.315,"10922013",65.1466202732562
"2043","MW2012C3020213","2015-10","V25"," 1",5.990849422,3.675085068,10.67477798,2012,"MW","Nkhotakota",NA,2.34444629666203,4.17744495646921,1.43819998979613,140.14065,"10922013",72.2834323159426
"2044","MW2012C3020213","2015-11","V25",NA,18.6084598,13.86297894,25.61291695,2012,"MW","Nkhotakota",NA,7.28219515991939,10.0233045533788,5.4251087528981,157.84125,"10922013",82.6246829862703
"2045","MW2012C3020213","2015-12","V25",NA,171.4897872,140.8531494,198.1529236,2012,"MW","Nkhotakota",NA,67.1104493195856,77.5447445233375,55.1211725120895,158.36445,"10922013",82.8963541529469
"2046","MW2012C3020213","2016-01","V25",NA,268.1592824,244.1983643,301.9266968,2012,"MW","Nkhotakota",NA,104.940884381024,118.155352657795,95.5640695510808,204.93,"10922013",107.075338425156
"2047","MW2012C3020213","2016-02","V25"," 1",156.3917776,144.9205933,168.9872742,2012,"MW","Nkhotakota",NA,61.2020262896722,66.1311211939857,56.7129173743818,238.38375,"10922013",128.528432102738
"2048","MW2012C3020213","2016-03","V25",NA,185.7962905,143.0662231,280.9068604,2012,"MW","Nkhotakota",NA,72.7091259541038,109.929494497606,55.9872320763896,222.24085,"10922013",117.380421618951
"2049","MW2012C3020213","2016-04","V25"," 1",39.45762403,11.79840565,120.9407272,2012,"MW","Nkhotakota",NA,15.4412628353683,47.3286874743374,4.61716302384121,195.69625,"10922013",99.3951300521655
"2050","MW2012C3020213","2016-05","V25",NA,27.5905067,22.53542137,38.38634109,2012,"MW","Nkhotakota",NA,10.7972103285229,15.0220292435279,8.81896396537654,186.74,"10922013",92.9710822799997
"2051","MW2012C3020213","2016-06","V25",NA,4.460298236,2.39122057,7.21946764,2012,"MW","Nkhotakota",NA,1.74548364427217,2.825251142236,0.935775182272403,197.29165,"10922013",99.4213868966922
"2052","MW2012C3020213","2016-07","V25",NA,4.679204317,2.640621662,8.081860542,2012,"MW","Nkhotakota",NA,NA,NA,NA,NA,NA,NA
"2053","MW2012C3020303","2007-12","V29",NA,303.4767422,247.3989563,360.9906921,2012,"MW","Ntchisi",NA,493.879768172923,587.478295814298,402.618461954964,NA,"10922303",NA
"2054","MW2012C3020303","2008-01","V29",NA,419.0740266,332.7384949,508.1418152,2012,"MW","Ntchisi",NA,682.003443176877,826.952866538134,541.500510161399,NA,"10922303",NA
"2055","MW2012C3020303","2008-02","V29",NA,197.9126762,168.8295288,244.5896301,2012,"MW","Ntchisi",NA,322.084209589023,398.046548594092,274.754130876814,29.1853985714286,"10922303",68.9474007821257
"2056","MW2012C3020303","2008-03","V29",NA,139.8844075,91.94300842,220.3068695,2012,"MW","Ntchisi",NA,227.64867662108,358.528646534161,149.628572372327,48.8312128571429,"10922303",119.221800813315
"2057","MW2012C3020303","2008-04","V29",NA,28.24036944,15.73979187,50.67356491,2012,"MW","Ntchisi",NA,45.9585370893207,82.466446386699,25.6150263888185,38.9718842857143,"10922303",96.6897079216463
"2058","MW2012C3020303","2008-05","V29",NA,4.578537632,0.706045151,9.354613304,2012,"MW","Ntchisi",NA,7.45113806043475,15.2237506453859,1.14902187550732,33.9056028571429,"10922303",79.5065587701812
"2059","MW2012C3020303","2008-06","V29",NA,5.230063271,3.341514587,9.648558617,2012,"MW","Ntchisi",NA,8.51143457349003,15.7021189117234,5.43799975448004,34.6582257142857,"10922303",89.9052871822035
"2060","MW2012C3020303","2008-07","V29",NA,1.743071855,0.112624779,4.64031601,2012,"MW","Ntchisi",NA,2.83668500398232,7.55167654250608,0.183286202889279,45.8219685714286,"10922303",113.153058727582
"2061","MW2012C3020303","2008-08","V29",NA,1.391157796,0.020779062,3.624072552,2012,"MW","Ntchisi",NA,2.26397807225583,5.89783618622098,0.0338159631246061,37.6504257142857,"10922303",69.2316209799929
"2062","MW2012C3020303","2008-09","V29",NA,1.281559408,0.426528066,2.572958231,2012,"MW","Ntchisi",NA,2.0856170352117,4.18724679009321,0.694134189092153,45.8835257142857,"10922303",115.347873743975
"2063","MW2012C3020303","2008-10","V29",NA,3.214822376,2.143208027,4.106715679,2012,"MW","Ntchisi",NA,5.23182013312125,6.68329234323983,3.48786887538003,47.4231242857143,"10922303",120.751395963566
"2064","MW2012C3020303","2008-11","V29",NA,18.288101,14.98553848,21.83605194,2012,"MW","Ntchisi",NA,29.762159092411,35.5361145363551,24.3875501522661,45.97201,"10922303",95.8588558425511
"2065","MW2012C3020303","2008-12","V29",NA,69.24197324,57.30992126,84.04554749,2012,"MW","Ntchisi",NA,112.684779214712,136.776199749015,93.2664902776766,40.53461,"10922303",86.4777915823652
"2066","MW2012C3020303","2009-01","V29",NA,261.8687657,216.8544617,310.8867798,2012,"MW","Ntchisi",NA,426.166711683007,505.938905309794,352.910178537102,51.9010528571429,"10922303",119.476773413444
"2067","MW2012C3020303","2009-02","V29",NA,263.4392692,199.3030853,343.1019592,2012,"MW","Ntchisi",NA,428.72255796919,558.366070628564,324.346969229171,58.0214371428571,"10922303",131.680798542713
"2068","MW2012C3020303","2009-03","V29",NA,241.5861966,153.4881897,411.730072,2012,"MW","Ntchisi",NA,393.1587439144,670.051849888288,249.787548781449,52.6136085714286,"10922303",130.60918024838
"2069","MW2012C3020303","2009-04","V29",NA,72.31461716,45.64060974,116.7782364,2012,"MW","Ntchisi",NA,117.685217323697,190.045562973869,74.275786652563,39.6250424285714,"10922303",104.240154591338
"2070","MW2012C3020303","2009-05","V29",NA,6.479743858,0.99807024,13.73482418,2012,"MW","Ntchisi",NA,10.5451718349472,22.3521306204211,1.62426515843722,22.5366657142857,"10922303",44.7474665295822
"2071","MW2012C3020303","2009-06","V29",NA,3.204182461,1.881633282,5.697900772,2012,"MW","Ntchisi",NA,5.21450467521997,9.27279597094502,3.06218065464859,19.7121928571429,"10922303",47.7320966126192
"2072","MW2012C3020303","2009-07","V29"," 1",1.984475184,0.128302991,5.330119133,2012,"MW","Ntchisi",NA,3.2295461481293,8.67426604970357,0.208801013849069,20.5687585714286,"10922303",44.5669830171562
"2073","MW2012C3020303","2009-08","V29",NA,1.478089376,0.022025138,3.854355812,2012,"MW","Ntchisi",NA,2.40545101764883,6.27260046712904,0.0358438342607747,23.3318971428571,"10922303",59.4554717723691
"2074","MW2012C3020303","2009-09","V29",NA,1.660962885,0.439420581,3.112950325,2012,"MW","Ntchisi",NA,2.70306040140308,5.06603298064805,0.71511554098491,24.35282,"10922303",60.5007468002444
"2075","MW2012C3020303","2009-10","V29"," 1",5.007486507,3.093143225,6.742540836,2012,"MW","Ntchisi",NA,8.14921188779718,10.9728491245816,5.03379879398431,28.8425285714286,"10922303",68.3654994496265
"2076","MW2012C3020303","2009-11","V29",NA,80.8673432,68.26878357,94.50234222,2012,"MW","Ntchisi",NA,131.603972096338,153.793646686286,111.101004836736,29.9337371428571,"10922303",75.6904666490962
"2077","MW2012C3020303","2009-12","V29",NA,231.9813142,204.5005188,268.8204346,2012,"MW","Ntchisi",NA,377.527703925464,437.479897002771,332.805301928625,32.2673028571429,"10922303",84.4941662226809
"2078","MW2012C3020303","2010-01","V29"," 1",226.2245506,198.2788849,254.2311401,2012,"MW","Ntchisi",NA,368.159114255022,413.737196546609,322.680179700432,38.42152,"10922303",106.316992034512
"2079","MW2012C3020303","2010-02","V29",NA,380.8864554,332.6058655,449.6014404,2012,"MW","Ntchisi",NA,619.85677363436,731.683929204128,541.284668325053,35.8958942857143,"10922303",86.7687552540192
"2080","MW2012C3020303","2010-03","V29",NA,183.928092,118.2654343,263.6821899,2012,"MW","Ntchisi",NA,299.325618098216,429.117888491491,192.465837255037,34.1006271428571,"10922303",93.0116207502151
"2081","MW2012C3020303","2010-04","V29"," 1",35.06944762,15.56210709,81.12090302,2012,"MW","Ntchisi",NA,57.0722175773972,132.016616782753,25.3258611720111,24.7347642857143,"10922303",53.5581454859196
"2082","MW2012C3020303","2010-05","V29",NA,5.658717852,0.83313632,12.21175194,2012,"MW","Ntchisi",NA,9.20902946513093,19.8734742352603,1.35585076337373,27.0960928571429,"10922303",67.8651612215309
"2083","MW2012C3020303","2010-06","V29",NA,3.685862351,1.880661249,8.886245728,2012,"MW","Ntchisi",NA,5.99839325489235,14.4615266008753,3.06059876264192,22.8237928571429,"10922303",51.9368619699757
"2084","MW2012C3020303","2010-07","V29"," 1",1.992558136,0.12656419,5.391763687,2012,"MW","Ntchisi",NA,3.24270038996996,8.77458674583975,0.20597127925869,18.4419642857143,"10922303",35.9245596777998
"2085","MW2012C3020303","2010-08","V29",NA,1.456681622,0.021335606,3.801329613,2012,"MW","Ntchisi",NA,2.37061191760453,6.18630533070652,0.0347216859806821,17.7526514285714,"10922303",34.0127688093964
"2086","MW2012C3020303","2010-09","V29",NA,1.314252854,0.443202585,2.632308722,2012,"MW","Ntchisi",NA,2.13882253430267,4.28383411511699,0.721270395703623,20.1816828571429,"10922303",39.4083173558539
"2087","MW2012C3020303","2010-10","V29"," 1",3.003501018,2.036595345,3.858678102,2012,"MW","Ntchisi",NA,9.77582911773447,12.5592691726852,6.62873358636347,15.3817585714286,"10922303",35.8309230523905
"2088","MW2012C3020303","2010-10","V29"," 1",3.003501018,2.036595345,3.858678102,2012,"MW","Ntchisi",NA,9.77582911773447,12.5592691726852,6.62873358636347,15.3817585714286,"10922303",35.8309230523905
"2089","MW2012C3020303","2010-11","V29",NA,35.00089395,28.55684662,41.78858948,2012,"MW","Ntchisi",NA,56.9606529467716,68.0069870759798,46.473573843562,13.2673828571429,"10922303",30.6144666908477
"2090","MW2012C3020303","2010-12","V29",NA,259.36113,217.1624908,313.0713501,2012,"MW","Ntchisi",NA,422.08577114964,509.494087382397,353.411466838128,12.9911662857143,"10922303",25.4870264626833
"2091","MW2012C3020303","2011-01","V29"," 1",299.5199641,272.6590576,337.4695435,2012,"MW","Ntchisi",NA,487.440485094512,549.199845434489,443.726893802591,18.3089161428571,"10922303",48.1421271210092
"2092","MW2012C3020303","2011-02","V29",NA,203.5412623,174.5928345,253.7403717,2012,"MW","Ntchisi",NA,331.24420247038,412.938517274314,284.133367197829,23.8552781428571,"10922303",39.4900279758572
"2093","MW2012C3020303","2011-03","V29",NA,223.4917803,162.5482178,315.5872192,2012,"MW","Ntchisi",NA,363.711788399177,513.588426997532,264.531889798262,20.7390342857143,"10922303",41.3649346467757
"2094","MW2012C3020303","2011-04","V29"," 1",57.71474679,21.89081573,120.7032013,2012,"MW","Ntchisi",NA,93.925305636829,196.433073070512,35.6252374382072,17.6227928571429,"10922303",43.2398394312262
"2095","MW2012C3020303","2011-05","V29"," 1",5.724399282,0.827371716,13.26839447,2012,"MW","Ntchisi",NA,9.31591979612139,21.5930602700087,1.34646941419194,22.6469614285714,"10922303",42.797836571783
"2096","MW2012C3020303","2011-06","V29",NA,3.23317596,1.889292836,5.804926395,2012,"MW","Ntchisi",NA,5.26168885961854,9.44697007566428,3.07464585618728,22.6887014285714,"10922303",42.3483491394783
"2097","MW2012C3020303","2011-07","V29"," 1",1.919568274,0.121476859,5.199670792,2012,"MW","Ntchisi",NA,3.12391627537123,8.46197368112013,0.197692127991003,25.0955842857143,"10922303",53.7048744432344
"2098","MW2012C3020303","2011-08","V29",NA,1.457404842,0.0213541,3.811667204,2012,"MW","Ntchisi",NA,2.37178888992652,6.2031287848188,0.0347517832209727,26.1624671428571,"10922303",57.5832825129377
"2099","MW2012C3020303","2011-09","V29",NA,1.312797485,0.437443227,2.63572216,2012,"MW","Ntchisi",NA,2.13645405855354,4.28938916344093,0.711897583891934,26.4719685714286,"10922303",55.2202429153042
"2100","MW2012C3020303","2011-10","V29"," 1",7.775015398,6.213785172,9.695762634,2012,"MW","Ntchisi",NA,25.3062081427942,31.557877992402,20.2246983276316,28.16933,"10922303",60.302788105566
"2101","MW2012C3020303","2011-10","V29"," 1",7.775015398,6.213785172,9.695762634,2012,"MW","Ntchisi",NA,25.3062081427942,31.557877992402,20.2246983276316,28.16933,"10922303",60.302788105566
"2102","MW2012C3020303","2011-11","V29"," 1",42.75991715,35.20769501,52.63161087,2012,"MW","Ntchisi",NA,69.5877312246151,85.6529814660805,57.297202162472,29.7893071428571,"10922303",64.2531517398158
"2103","MW2012C3020303","2011-12","V29",NA,148.3182007,119.4046402,169.0026398,2012,"MW","Ntchisi",NA,241.373879416652,275.035852698158,194.319787385497,31.6992614285714,"10922303",71.4857736112294
"2104","MW2012C3020303","2012-01","V29"," 1",428.7768509,367.1132202,512.6290894,2012,"MW","Ntchisi",NA,697.793874368301,834.25548197271,597.442132702554,56.7485028571429,"10922303",121.458897961076
"2105","MW2012C3020303","2012-02","V29",NA,202.1758756,180.7826233,235.9470825,2012,"MW","Ntchisi",NA,329.022164425639,383.981617706247,294.206664530014,54.4999571428571,"10922303",106.079138603048
"2106","MW2012C3020303","2012-03","V29",NA,273.0332876,195.9036102,362.3995056,2012,"MW","Ntchisi",NA,444.335917823027,589.771006879189,318.814644207732,54.0587442857143,"10922303",106.588795998749
"2107","MW2012C3020303","2012-04","V29"," 1",124.5491052,75.9749527,193.4876404,2012,"MW","Ntchisi",NA,202.691918848208,314.882881278926,123.642068101866,45.3003885714286,"10922303",94.3494355908564
"2108","MW2012C3020303","2012-05","V29",NA,6.94009112,1.037462234,14.96795464,2012,"MW","Ntchisi",NA,11.2943435750529,24.3589341115117,1.68837191246243,41.2096542857143,"10922303",85.9664293260405
"2109","MW2012C3020303","2012-06","V29",NA,3.308936995,1.926158786,5.956315041,2012,"MW","Ntchisi",NA,5.38498279684449,9.69334081514328,3.1346417119075,48.24743,"10922303",103.217326987511
"2110","MW2012C3020303","2012-07","V29",NA,1.766814451,0.110588759,4.790696144,2012,"MW","Ntchisi",NA,2.87532383911445,7.79640602384731,0.179972772415807,52.7442528571429,"10922303",107.439282935056
"2111","MW2012C3020303","2012-08","V29",NA,1.539244647,0.023112014,4.008896828,2012,"MW","Ntchisi",NA,2.50497545186108,6.52410139139093,0.0376126224157462,53.14816,"10922303",111.520037410307
