case_id,clust_num,clust,district,reside,hhsize,TA,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,ipc_lag1_dummy1,ipc_lag1_dummy2,ipc_lag1_dummy3
1784-001,21077725,21077725,Lilongwe City,urban,6,77,MAY,2013,4,5,6,>5000,0,1010,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.947822,33.817193,0,7,103,1,1,1,0,0,1,8,20000,43,2,1,0,0,0,1,0,1,0,2,1,MW2012C3020619,201305,0,33,13,906.65155,0,.25466055,4.7003055,4.8675346,1,1,1,LILONGWE,4.8210807,0,.25,87.324997,4.4696369,90.449997,4.504797,1784-001,0,3.3234727,4.6347289,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.26838234,.80882353,.81985295,5.0955882,40.694855,1.2205882,.56528324,3.1727941,5.5036764,.027941177,.044117648,.047794119,1046.6912,2.0110295,0,.071428575,1,1,4.5714288,47.42857,1.2142857,3.0645947,.85714287,2.8571429,0,0,0,1062.1428,5.0714288,1.8475243,.1,1,1,4.5999999,43.700001,1.2,2.7798295,1.95,3.75,0,.050000001,.050000001,1067.5,4.4000001,4.504797,.25,4.4696369,0,4.5697017,.39500001,4.5549684,.12964286,906.65155,33,13,870.65399,33,14,870.65399,33,14,4.4301381,.15000001,6.8000002,1,0,0
1853-004,21080308,21080308,Lilongwe City,urban,3,80,MAY,2013,2,5,6,2000-3000,0,1060,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.9323,33.7589,9,6,47,0,1,0,0,0,0,0,,26,1,1,0,1,0,0,0,1,0,2,0,MW2012C3020619,201305,0,33,13,906.65155,0,.25466055,4.7003055,4.8675346,1,1,1,LILONGWE,6.0739937,0,.25,110,4.7004805,130,4.8675346,1853-004,0,-.3008166,3.8501475,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.26838234,.80882353,.81985295,5.0955882,40.694855,1.2205882,.56528324,3.1727941,5.5036764,.027941177,.044117648,.047794119,1046.6912,2.0110295,0,.40000001,.75,.85000002,4.75,36.200001,1.1,.061614037,2.2,5.8000002,0,0,0,1069.5,1.35,0,.45833334,.66666669,.75,4.5833335,37.625,1.125,.0012090442,3.125,7,0,0,0,1052.9166,1.1666666,4.8303714,.25749999,4.6838865,.13,4.7867351,.24166667,4.6682029,.26666668,906.65155,33,13,867.16925,33,15,867.16925,33,15,3.8571975,4.125,5.7083335,1,0,0
1824-001,21081573,21081573,Lilongwe City,urban,5,81,MAY,2013,1,9,9,500-1000,2,1090,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.8939,33.7871,3,5,54,0,1,0,0,0,0,2,3100,38,1,2,0,1,0,0,0,1,0,2,1,MW2012C3031105,201305,0,53,31,898.03339,.61573714,.61987358,4.4128737,4.3603773,1,1,1,BALAKA,7.0969706,0,1,110,4.7004805,130,4.8675346,1824-001,0,-.3008166,3.9889841,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3031105,0,.55555558,.6111111,.6111111,5.2222223,38.777779,1.3888888,-.099467181,.33333334,7.9444447,0,0,0,171.11111,.77777779,0,.090909094,.90909094,.81818181,5.7272725,41.909092,1.0909091,-.30081451,1.0909091,8.636364,0,0,0,1091.8182,1.1818181,0,.25,.75,.8125,5.25,40.5625,1.25,-.30081445,1.25,7.8125,.0625,0,0,959.375,1.1875,4.6934147,.79545456,4.6119881,0,4.6661611,.5625,4.6248026,.10714286,898.03339,53,31,851.73236,33,24,851.73236,33,24,4.1035881,4.4375,6.25,1,0,0
1874-002,21088597,21088597,Lilongwe City,urban,2,88,MAY,2013,6,6,9,200-300,6,1070,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.0548,33.7077,0,7,92,0,1,0,0,0,0,1,2000,31,2,1,0,0,1,0,1,0,0,2,1,MW2012C3020603,201305,0,32,13,957.92847,.1822817,.48215154,4.4433188,4.6567535,1,1,1,LILONGWE,11.369913,0,.25,110,4.7004805,130,4.8675346,1874-002,0,-.3008166,4.5217886,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.6875,.625,.625,4.9375,41.625,1.25,-.074298143,6.9375,5.3125,.037500001,0,0,1073.125,1.1875,0,.6875,.625,.625,4.9375,41.625,1.25,-.074298143,6.9375,5.3125,.037500001,0,0,1073.125,1.1875,4.8675346,.25,4.7004805,0,4.8675346,.25,4.7004805,0,957.92847,32,13,884.73462,53,14,884.73462,53,14,3.9184604,3.8125,5.8125,1,0,0
1989-001,30103074,30103074,Mangochi,rural,4,3,MAY,2013,16,7,44,100-200,31,550,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.4791,34.8262,0,5,47.5,0,1,0,1,0,0,1,500,63,1,1,0,0,1,0,0,1,0,3,1,MW2012C3030112,201305,0,53,15,865.8158,.914648,.42587936,4.392314,4.4707122,1,1,1,NAMWERA,6.7090411,1,1,87.4375,4.4709244,87.605003,4.4728379,1989-001,0,-.30081713,3.8607297,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030112,0,.88461536,.21794872,.37179488,4.9487181,42.679485,1.2692307,-.30081627,12.179487,7.2435899,.028205128,.03846154,.051282052,726.53845,.5,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,2.6858013,1,.21052632,.2631579,5.1578946,37.105263,1,-.30081642,14.684211,6.8421054,.031578947,.052631579,.052631579,556.3158,.2631579,4.5298309,.35881037,4.5674162,.28576407,4.4741931,1,4.4712081,.99248123,865.8158,53,15,827.49933,53,23,986.30182,51.777004,22.564461,3.6246924,4.8421054,4.8421054,1,0,0
1976-001,30104708,30104708,Mangochi,rural,6,1,MAY,2013,5,8,9,300-400,57,530,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.427132,35.181283,3,6,54.5,0,0,0,1,0,0,0,,33,1,4,0,0,1,0,1,0,0,3,0,MW2012C3030114,201305,0,53,23,1019.7313,.56889319,.013502391,4.4488463,4.4916468,1,1,1,MANGOCHI,10.147437,1,0,87.4375,4.4709244,87.605003,4.4728379,1976-001,0,-.30081642,3.9982007,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030114,0,.80821919,.28767124,.3561644,5.0547943,44.082191,1.369863,-.25116825,13.643836,14.602739,.084931508,.84931505,.87671232,923.42468,.43835616,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.77777779,.33333334,.27777779,4.7222223,45.333332,1.4444444,-.30081642,2.7222223,9.9444447,.055555556,.94444442,.94444442,976.66669,.27777779,4.5680475,.36564311,4.5824924,.39028731,4.4728379,0,4.4709244,1,1019.7313,53,23,891.97662,53,23,918.86896,53.638378,24.123617,3.6686556,7,4.9444447,1,0,0
2010-001,30105448,30105448,Mangochi,rural,5,5,MAY,2013,13,18,18,100-200,37,820,High-altitude Plains,Moderate Constraint,Moderate Constraint,-14.4717,35.6096,0,5,32,0,0,0,1,0,0,0,,32,1,3,0,0,1,0,1,0,0,3,0,MW2012C3030114,201305,0,53,23,1019.7313,.56889319,.013502391,4.4488463,4.4916468,1,1,1,NAMWERA,19.340174,1,1,87.4375,4.4709244,87.605003,4.4728379,2010-001,0,-.30081642,3.4657359,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3030114,0,.80821919,.28767124,.3561644,5.0547943,44.082191,1.369863,-.25116825,13.643836,14.602739,.084931508,.84931505,.87671232,923.42468,.43835616,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.94117647,.17647059,.29411766,5.1176472,49.35294,1.2941177,-.30081642,10.823529,16.352942,.094117649,1,1,825.29413,.29411766,4.5620041,.41797802,4.5692329,.56050551,4.4755187,.95294118,4.4855347,1,1019.7313,53,23,912.30731,53,24,940.22516,49.455383,24.775385,3.6704962,7.4705882,4.8235292,1,0,0
2088-002,30109724,30109724,Mangochi,rural,5,9,MAY,2013,18,4,37,50-100,39,490,Mid-altitude Plains,Water,Water,-14.1404,35.2154,0,7,45.5,0,0,0,1,0,0,1,1500,27,2,2,0,1,0,0,0,1,0,3,1,MW2012C3030115,201305,0,32,18,862.97394,.98090762,.16874571,4.4511156,4.4738255,1,1,1,MONKEY BAY,32.869759,.25,.25,89,4.4886365,94.440002,4.5479646,2088-002,0,-.30081642,3.8177123,1,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3030115,0,.77941179,.2647059,.36764705,4.7058825,42.161766,1.3235294,-.24751773,18.441177,9.9852943,.05882353,.088235296,.32352942,557.35297,.44117647,.18720385,.78947371,.34210527,.5131579,5.2631578,43.907894,1.2763158,-.15775216,8.3421049,5.0131578,.013157895,.23684211,.25,843.1579,.71052629,0,.89473683,.2631579,.42105263,5.0526314,42.36842,1.3684211,-.30081615,19.31579,5.2631578,0,.052631579,.052631579,494.73685,.42105263,4.7910576,.47556391,4.6757813,.38787594,4.5479646,.25,4.4886365,.25,862.97394,32,18,915.85999,53,24,857.5592,51.065788,26.236841,3.7689302,4.3684211,5.2631578,1,0,0
2173-001,30212307,30212307,Machinga,rural,8,12,MAY,2013,34,9,25,100-200,16,860,Low Plateaus,Moderate Constraint,No or Slight Constraint,-14.6999,35.608,3,5,54,0,1,0,1,0,0,0,,53,1,4,0,0,1,0,1,0,0,3,0,MW2012C3030214,201305,0,50,8,1031.4089,.14408009,.33036396,4.4579105,4.5200901,1,1,1,ZOMBA,1.5980288,0,.75,136.58501,4.9169474,143.59,4.9669619,2173-001,0,-.30081713,3.9889841,0,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3030214,0,.60493827,.45679012,.61728394,4.45679,39.123455,1.2222222,.057138495,8.4938269,6.0123458,.024691358,.061728396,.27160493,838.14813,.97530866,0,.85714287,.20634921,.33333334,5.1904764,43.476189,1.1428572,-.3008163,31.269842,9.1111107,0,.41269842,.73015875,900.31744,.46031746,0,.85714287,.23809524,.2857143,4.3809524,41.857143,1.1904762,-.30081609,31.095238,8.8571424,0,.047619049,.95238096,873.80951,.33333334,4.6528969,.57789117,4.6243,.28662133,4.9261804,.68809521,4.9061103,.06666667,1031.4089,50,8,1015.6014,53,16,942.85016,57.650795,23.587301,3.7852209,3.1904762,5.2380953,1,0,0
2162-003,30212492,30212492,Machinga,rural,3,12,MAY,2013,41,4,23,100-200,10,820,Low Mountains,No or Slight Constraint,No or Slight Constraint,-14.7246,35.7083,7,5,37,0,0,0,1,0,0,0,,19,1,1,0,0,1,0,1,0,0,3,0,MW2012C3030204,201305,0,50,7,1063.0758,.048128739,.65374255,4.4200459,4.4454789,1,1,1,CHIMBIYA,17.313345,0,.5,89.544998,4.4947414,110.305,4.7032495,2162-003,0,-.30081642,3.6109178,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030204,0,.78823531,.29411766,.35294119,5.0941176,43.482353,1.2,-.13026159,32.894119,7.3058825,.047058824,.28235295,.49411765,691.05884,.45882353,0,.85714287,.20634921,.33333334,5.1904764,43.476189,1.1428572,-.3008163,31.269842,9.1111107,0,.41269842,.73015875,900.31744,.46031746,0,.94117647,.05882353,.17647059,5.352941,42.470589,1.1764706,-.30081642,40.058823,7,0,0,0,727.05884,.17647059,4.6528969,.57789117,4.6243,.28662133,4.7032495,.5,4.4947414,0,1063.0758,50,7,991.94659,53,23,942.85016,57.650795,23.587301,3.7130654,3.4705882,4.7058825,1,0,0
2276-001,30307678,30307678,Zomba,rural,3,7,MAY,2013,0,1,20,300-400,55,770,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.2318,35.3224,0,7,61,0,1,0,0,0,0,2,500,28,1,1,0,1,0,0,0,1,0,3,1,MW2012C3030214,201305,0,50,8,1031.4089,.14408009,.33036396,4.4579105,4.5200901,1,1,1,NANJIRI,23.545101,0,1,89,4.4886365,94.440002,4.5479646,2276-001,0,-.3008166,4.1108737,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030214,0,.60493827,.45679012,.61728394,4.45679,39.123455,1.2222222,.057138495,8.4938269,6.0123458,.024691358,.061728396,.27160493,838.14813,.97530866,3.505424,.76538461,.34615386,.47490346,5.1999998,43.576923,1.1961539,-.18929943,5.7307692,6.5999999,.10923077,.23076923,.2923077,868.34613,.76061773,0,.25,.64999998,.80000001,4.9000001,38.849998,1.3,.96768492,1.6,3,0,.1,.1,822,1.4,4.5474133,.57868135,4.5668154,.58615386,4.5831957,.88,4.5387931,.071428575,1031.4089,50,8,1170.6005,68,30,949.68549,45.569229,25.365385,4.0658445,2.3,6.4499998,1,0,0
2333-001,30403444,30403444,Chiradzulu,rural,6,3,MAY,2013,3,8,28,300-400,45,820,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.8295,35.2618,0,6,52,0,0,0,1,0,0,0,,38,1,3,0,0,1,0,1,0,0,3,0,MW2012C3030519,201305,0,31,11,902.7489,.011771997,.015695997,4.4753222,4.5129304,1,1,1,MAYAKA,16.2619,.25,.75,83.565002,4.4256248,91.519997,4.5165577,2333-001,0,-.30081642,3.9512436,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030519,0,.22360249,.8509317,.77639753,4.7267079,41.080746,1.242236,.48707357,3.8757763,4.7701864,.029813666,.049689442,.049689442,984.40991,1.689441,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.7368421,.52631581,.57894737,5.5789475,44.894737,1.3684211,-.1100646,4,7,0,0,0,847.89471,1.2105263,4.5298309,.35881037,4.5674162,.28576407,4.4992805,.71052629,4.422008,.27894738,902.7489,31,11,834.63324,67,14,986.30182,51.777004,22.564461,4.0676599,8.0526314,6.3157897,1,0,0
2409-001,30602235,30602235,Mwanza,rural,5,2,MAY,2013,9,2,20,200-300,60,650,Low Plateaus,Moderate Constraint,Moderate Constraint,-15.737,34.3852,8,5,52,0,1,0,0,0,0,0,,28,1,3,0,0,1,0,1,0,0,3,0,MW2012C3030613,201305,0,67,13,876.90601,0,1,4.2697191,4.5062094,1,1,1,MWANZA,1.220567,1,1,87.324997,4.4696369,90.449997,4.504797,2409-001,0,-.3008166,3.9512436,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3030613,0,.66666669,.43333334,.73333335,4.5,36.933334,1.2333333,-.059196521,5.5,3.2,.040000003,.83333331,.83333331,765.66669,1.1,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.78947371,.2631579,.52631581,4.7894735,40.105263,1.2105263,-.11006432,7.6315789,2.4736843,.031578947,.89473683,.89473683,720.52631,.84210527,4.578866,.26364639,4.5747905,.45734128,4.504797,1,4.4696369,1,876.90601,67,13,816.53595,67,30,921.45221,48.774693,24.370371,4.0440907,2.4736843,5.7894735,1,0,0
2471-002,30703381,30703381,Thyolo,rural,5,3,MAY,2013,19,6,19,300-400,45,810,Low Mountains,No or Slight Constraint,No or Slight Constraint,-16.2456,35.1789,8,6,33.5,0,0,0,0,0,0,0,,31,2,4,0,0,1,0,1,0,0,3,0,MW2012C3030716,201305,0,32,30,1043.5555,.1203697,.80558592,4.4138031,4.5444641,1,1,1,NTCHEU,13.163677,0,.5,87.324997,4.4696369,90.449997,4.504797,2471-002,0,-.30081591,3.5115454,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030716,0,.66949153,.49152541,.47457626,4.5762711,44.084747,1.2711865,-.055101592,7.4237289,6.3559322,.025423728,.025423728,.025423728,738.55933,.779661,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.7368421,.42105263,.47368422,4.4736843,47.736843,1.3157895,.080687888,16.421053,5.7894735,0,.052631579,.052631579,866.8421,.57894737,4.5298309,.35881037,4.5674162,.28576407,4.5508308,.48421052,4.5429821,.15789473,1043.5555,32,30,1039.2725,67,22,986.30182,51.777004,22.564461,3.7745514,8.4210529,5.4210525,1,0,0
2392-001,30704313,30704313,Thyolo,rural,7,4,MAY,2013,12,6,12,400-500,60,740,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-16.1982,35.158,4,5,52,0,1,0,1,0,0,2,10000,53,1,4,0,1,0,0,0,1,0,3,1,MW2012C3030716,201305,0,32,30,1043.5555,.1203697,.80558592,4.4138031,4.5444641,1,1,1,LIMBE,2.2195108,0,0,87.324997,4.4696369,90.449997,4.504797,2392-001,0,-.30081713,3.9512436,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030716,0,.66949153,.49152541,.47457626,4.5762711,44.084747,1.2711865,-.055101592,7.4237289,6.3559322,.025423728,.025423728,.025423728,738.55933,.779661,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.66666669,.38095239,.42857143,4.2857141,44.095238,1.2380953,-.30081621,10.523809,6.1904764,.047619049,0,0,782.85712,.47619048,4.5107346,.35180861,4.5412683,.30483058,4.5356178,.06666667,4.5157027,.10068028,1043.5555,32,30,996.07129,67,22,959.49298,49.634617,23.243589,3.8609583,2.1428571,5.5714288,1,0,0
2545-001,30709438,30709438,Thyolo,rural,2,9,MAY,2013,4,4,14,500-1000,55,1070,Mid-altitude Mountains,No or Slight Constraint,No or Slight Constraint,-15.9499,35.1136,3,7,80.5,0,0,0,1,0,0,0,,58,2,0,0,1,0,0,0,1,0,3,0,MW2012C3030714,201305,0,32,30,992.78375,0,.74963933,4.4077811,4.566627,1,1,1,BVUMBWE,4.4941521,0,.75,110,4.7004805,130,4.8675346,2545-001,0,-.30081642,4.388257,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030714,0,.53846157,.69230771,.58974361,4.4871793,42.410255,1.2307693,.07090573,3.1794872,6.8205128,.041025642,.025641026,.025641026,1005.3846,.92307693,.18720385,.78947371,.34210527,.5131579,5.2631578,43.907894,1.2763158,-.15775216,8.3421049,5.0131578,.013157895,.23684211,.25,843.1579,.71052629,0,.71428573,.5714286,.47619048,4.9523811,42.761906,1.3809524,-.30081615,3.7619047,4.4285712,.047619049,0,0,1067.1428,.85714287,4.7910576,.47556391,4.6757813,.38787594,4.8471751,.76020408,4.7048793,.06666667,992.78375,32,30,925.33313,68,30,857.5592,51.065788,26.236841,3.9285622,7.0952382,6,1,0,0
2508-001,30801679,30801679,Mulanje,rural,7,1,MAY,2013,4,29,10,300-400,28,620,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-16.0832,35.5824,9,4,35,0,1,0,1,0,0,0,,43,1,3,0,0,1,0,0,1,0,3,0,MW2012C3999918,201305,0,68,31,1053.6326,.33448532,.58299732,4.5245752,4.6712904,,,,MONKEY BAY,7.0329204,.25,.25,78.864998,4.3677373,79.25,4.3726072,2508-001,0,-.30081713,3.5553482,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3999918,0,.95833331,.16666667,.16666667,5.2083335,42.75,1.125,-.14980447,14.875,14.958333,0,.16666667,.20833333,389.58334,.41666666,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.8888889,.44444445,.3888889,5.6666665,47.444443,1.5,-.30081624,5.3888888,26.111111,0,.055555556,.055555556,629.44446,.6111111,4.5680475,.36564311,4.5824924,.39028731,4.4768486,.26666668,4.5116653,.10119048,1053.6326,68,31,1245.4247,67,13,918.86896,53.638378,24.123617,3.7701697,13.722222,5.2222223,,,
2560-002,30803115,30803115,Mulanje,rural,9,3,MAY,2013,4,8,13,500-1000,55,720,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-16.0375,35.3545,14,6,49.5,0,0,0,1,0,0,0,,39,1,4,0,0,1,0,1,0,0,3,0,MW2012C3030514,201305,0,53,31,823.06921,.080932215,.20403747,4.4601226,4.537961,1,1,1,LIMBE,3.5201752,0,0,83.565002,4.4256248,91.519997,4.5165577,2560-002,0,-.30081642,3.9019728,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030514,0,.32323232,.81818181,.69696969,4.8989897,41.090908,1.1818181,.87067115,3.2424242,5.3535352,.032323234,.030303031,.04040404,955.85858,1.5454545,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.90476191,.33333334,.38095239,4.4761906,38.523811,1.4285715,-.30081651,4.1428571,8.3809528,0,0,0,720.95239,.42857143,4.5298309,.35881037,4.5674162,.28576407,4.5397015,.11564626,4.4714379,.14285715,823.06921,53,31,978.90662,67,22,986.30182,51.777004,22.564461,3.7868888,10.714286,5.4285712,1,0,0
2645-001,30804416,30804416,Mulanje,rural,6,4,MAY,2013,1,3,19,400-500,53,700,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-16.0066,35.322,0,6,37,0,1,0,0,0,0,2,3000,39,1,0,1,1,0,0,0,1,0,3,1,MW2012C3030804,201305,0,32,25,1033.3253,.18305051,.78999251,4.3839197,4.4508758,1,1,1,LUCHENZA,2.6048489,0,.75,87.324997,4.4696369,90.449997,4.504797,2645-001,0,-.3008166,3.6109178,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030804,0,.66666669,.53333336,.3888889,4.5888891,42.522221,1.3444444,-.13973708,6.0555553,8.5111113,0,.022222223,.022222223,754.77777,.5777778,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,.33333334,.90476191,.66666669,4.3333335,45.285713,1.2857143,.56210917,1,3.4761906,0,0,0,770.95239,1.1428572,4.5107346,.35180861,4.5412683,.30483058,4.4943986,.60952383,4.5008025,.18231294,1033.3253,32,25,948.24133,67,22,959.49298,49.634617,23.243589,3.9609897,2.5238094,6.1904764,1,0,0
2650-001,30901603,30901603,Phalombe,rural,9,1,MAY,2013,34,8,7,300-400,39,730,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.7071,35.6456,14,6,41.5,0,1,0,1,0,0,1,400,48,1,4,0,0,1,0,1,0,0,3,1,MW2012C3030904,201305,0,33,25,1047.0839,.93031657,.99345398,4.3549051,4.3359947,1,1,2,PHALOMBE,6.3797994,1,1,78.864998,4.3677373,79.25,4.3726072,2650-001,0,-.30081713,3.7256935,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030904,0,.84745765,.28813559,.23728813,5.2711864,45.949154,1.3389831,-.30081627,29.644068,7.5423727,.020338984,.033898305,.033898305,715.25421,.27118644,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.875,.375,.25,5.5,46.375,1.3125,-.30081671,33.75,8,.037500001,0,0,731.875,.25,4.5680475,.36564311,4.5824924,.39028731,4.3726072,1,4.3677373,1,1047.0839,33,25,935.15533,67,15,918.86896,53.638378,24.123617,3.7418106,12,5.4375,1,0,0
2735-004,31001333,31001333,Chikwawa,rural,3,1,MAY,2013,19,13,37,200-300,47,190,Plains,No or Slight Constraint,No or Slight Constraint,-16.3153,34.6917,0,5,30,0,1,0,1,0,0,0,,22,1,1,0,0,1,0,1,0,0,3,0,MW2012C3999918,201305,0,68,31,1053.6326,.33448532,.58299732,4.5245752,4.6712904,,,,NCHALO,19.732285,0,1,84.269997,4.4340258,89.525002,4.4945178,2735-004,0,-.30081713,3.4011974,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3999918,0,.95833331,.16666667,.16666667,5.2083335,42.75,1.125,-.14980447,14.875,14.958333,0,.16666667,.20833333,389.58334,.41666666,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,1,.055555556,.055555556,5,42.277779,1.1111112,-.30081651,18.888889,13.5,0,0,0,184.44444,.055555556,4.5680475,.36564311,4.5824924,.39028731,4.4945178,1,4.4340258,0,1053.6326,68,31,659.72498,68,23,918.86896,53.638378,24.123617,3.5393257,7.5555553,4.9444447,,,
