RCSI,RCSI_predict
0,-3.5796545
0,-3.5796545
0,-3.5796545
15,-3.5796545
4,-3.5796545
0,-5.0715332
5,-5.0715332
4,-5.0715332
17,-5.0715332
0,-5.0715332
2,-5.0715332
9,-5.0715332
4,-5.0715332
5,-5.0715332
10,-5.0715332
2,-5.0715332
0,-5.0715332
0,-5.0715332
0,-5.0715332
3,-5.0715332
0,-5.1457891
11,-3.8491154
6,-3.8491154
0,-3.8491154
2,-3.8491154
0,-3.8491154
0,-3.8491154
4,-3.8491154
7,-3.8491154
2,-3.8491154
4,-3.8491154
2,-3.8491154
11,-3.8491154
0,-3.8491154
7,-3.8491154
0,-3.8491154
0,-3.8491154
7,-5.3967314
7,-5.3967314
0,-.029157298
0,-.029157298
2,-2.9920521
0,-2.9920521
6,-2.9920521
0,-2.9920521
3,-2.9920521
5,-2.9920521
0,-2.9920521
7,-2.9920521
0,-2.9920521
11,-2.9920521
3,-2.9920521
0,-2.9920521
0,-2.9920521
14,-2.9920521
0,-2.9920521
0,-3.5251582
0,-3.5251582
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-3.2100878
0,-3.2100878
0,-3.2100878
0,-3.2100878
0,-3.2100878
12,-3.2100878
0,-3.2100878
0,-3.2100878
0,-3.2100878
0,-3.2100878
0,-3.2100878
4,-3.2100878
0,-3.2100878
0,-3.2100878
16,-3.2100878
2,-3.2100878
0,-2.6731832
4,-2.6731832
0,-2.6731832
3,-2.6731832
11,-2.6731832
0,-2.6731832
13,-2.6731832
0,-2.6731832
6,-2.6731832
0,-2.6731832
7,-2.6731832
9,-2.6731832
0,-2.6731832
0,-2.6731832
0,-1.0217973
0,-1.2586186
0,-1.2586186
0,-1.2586186
0,-1.2586186
32,-1.2586186
2,-1.2586186
0,-1.2586186
0,-1.2586186
2,-1.2586186
0,-1.2586186
0,-1.2586186
0,-1.2586186
0,-1.2586186
0,-1.2586186
0,-1.2586186
0,-1.3365538
0,-1.3365538
0,-1.3365538
0,-1.3365538
2,-1.3365538
4,-1.3365538
0,-1.3365538
0,-1.3365538
0,-1.3365538
9,-1.3365538
4,-1.3365538
3,-1.3365538
0,-1.3365538
0,-1.3365538
2,-1.3365538
0,-1.3365538
0,-1.3365538
23,-1.3365538
0,-1.3365538
0,-2.0072162
27,-3.2344294
0,-6.8196774
0,-6.8196774
0,-6.8196774
0,-11.754429
0,-11.754429
0,-11.754429
0,-11.754429
0,-11.754429
0,-10.624756
0,-11.754429
0,-11.754429
0,-11.754429
0,-11.754429
0,-11.754429
2,-6.8343301
0,-6.8343301
0,-6.8343301
0,-3.2035873
0,-3.2035873
9,-4.058465
0,-3.7186079
0,-3.7186079
0,-3.7186079
4,-3.7186079
0,-3.7186079
9,-3.7186079
0,-3.7186079
0,-3.7186079
0,-3.7186079
0,-3.7186079
1,-3.7186079
0,-3.7186079
0,-3.7186079
12,-3.7186079
4,-3.7186079
0,-3.7186079
2,-2.0672612
0,-2.0672612
4,-2.0672612
0,-2.0672612
0,-2.0672612
8,-2.0672612
15,-2.0672612
6,-2.0672612
0,-2.0672612
0,-2.0672612
0,-2.0672612
12,-2.0672612
3,-2.0672612
0,-2.0672612
0,-2.0672612
0,-2.0672612
0,-2.0672612
0,-.62733817
31,-.62733817
2,-.62733817
27,-.62733817
8,-.62733817
0,-.62733817
14,-.62733817
0,-.62733817
4,-.62733817
0,-.62733817
18,-.62733817
0,-.62733817
0,-.62733817
21,-.62733817
29,-.62733817
0,-.62733817
0,-.62733817
0,-1.5643405
12,-1.5643405
8,-1.5643405
0,-1.5643405
0,-1.5643405
28,-2.2175021
22,-.29251134
1,-3.45509
0,-1.3091762
0,-1.3091762
6,-1.3091762
0,-1.3091762
2,-1.3091762
0,-1.3091762
0,-1.3091762
0,-1.3091762
0,-1.3091762
6,-1.3091762
0,-1.3091762
0,-1.3091762
0,-1.3091762
0,-1.3091762
4,-1.3091762
0,-1.3091762
2,-1.3091762
0,-1.3091762
0,-1.3771354
0,-1.7520111
0,-.24157631
14,-.24157631
0,-.24157631
4,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
0,-.24157631
2,-.24157631
12,-.24157631
0,-.24157631
0,-5.5426807
3,-7.2331562
12,-7.2331562
0,-7.2331562
11,-7.2331562
0,-7.2331562
0,-7.2331562
0,-7.2331562
0,-7.2331562
4,-7.2331562
10,-7.2331562
0,-7.2331562
0,-7.2331562
0,-7.2331562
0,-7.2331562
0,-7.2331562
6,-7.2331562
0,-4.5762444
0,-5.4175048
0,-5.4175048
2,-5.4175048
0,-5.4175048
0,-5.4175048
10,-5.4175048
0,-5.4175048
16,-5.4175048
0,-5.4175048
0,-5.4175048
1,-5.4175048
18,-5.4175048
0,-5.4175048
14,-1.8745239
4,-1.8745239
0,-1.8745239
,-1.8745239
10,-1.8745239
0,-1.8745239
0,-1.8745239
5,-1.8745239
5,-1.8745239
4,-1.8745239
3,-1.8745239
5,-1.8745239
0,-1.8745239
4,-1.8745239
4,-1.8745239
0,-1.8745239
0,-1.8745239
4,-1.8745239
0,-1.8745239
16,-2.3698814
0,-2.3698814
0,-2.3698814
0,-2.3698814
7,-2.3698814
24,-2.3698814
0,-2.3698814
3,-2.3698814
6,-2.3698814
8,-2.3698814
0,-2.3698814
11,-2.3698814
0,-2.3698814
0,-2.3698814
0,-2.3698814
3,-2.3698814
19,-2.3698814
3,-5.9551554
0,-3.789746
0,-3.789746
1,-3.789746
0,-1.6858954
0,-1.6858954
2,-1.6858954
11,-1.6858954
0,-1.6858954
0,-1.6858954
5,-1.6858954
3,-1.6858954
18,-1.6858954
34,-1.6858954
17,-1.6858954
0,-1.6858954
24,-1.6858954
5,-1.6858954
0,-1.6858954
14,-1.6858954
4,-1.6858954
0,-1.5041308
13,-1.5041308
1,-1.5041308
18,-1.5041308
8,-1.5041308
0,-1.5041308
0,-1.5041308
11,-1.5041308
1,-1.5041308
1,-1.5041308
9,-1.5041308
20,-1.5041308
19,-1.5041308
0,-1.5041308
3,-1.5041308
6,-1.5041308
0,-1.5041308
0,-1.5041308
14,-1.5041308
10,-1.5041308
6,-1.5041308
0,-2.791328
13,-2.791328
0,-2.791328
25,-2.791328
8,-2.791328
0,-2.791328
8,-2.791328
0,-2.791328
0,-2.791328
0,-2.791328
0,-2.791328
0,-2.791328
3,-2.791328
0,-2.791328
10,-2.7824225
9,-2.7824225
0,-2.7824225
0,-2.7824225
2,-2.7824225
0,-2.7824225
10,-2.7824225
2,-2.7824225
0,-2.7824225
4,-2.7824225
6,-2.7824225
4,-2.7824225
10,-2.7824225
0,-2.7824225
0,-2.7824225
1,-2.7824225
1,-2.7824225
0,-2.7824225
0,-1.5635623
19,-1.5635623
14,-1.0903409
2,-1.0903409
0,-1.0903409
0,-1.0903409
0,-1.0903409
12,-1.0903409
0,-1.0903409
0,-1.0903409
0,-1.0903409
0,-1.0903409
0,-1.0903409
4,-1.0903409
0,-1.0903409
0,-1.0903409
0,-1.0903409
0,-4.4955158
0,-4.4955158
7,-4.4955158
0,-4.4955158
0,-4.4955158
0,-4.4955158
7,-4.4955158
0,-4.4955158
16,-4.4955158
0,-4.4955158
21,-4.4955158
0,-4.4955158
13,-4.4955158
0,-4.4955158
1,-4.4955158
0,-4.4955158
9,-4.4955158
7,-1.4796619
9,-1.4796619
24,-1.4796619
21,-1.4796619
17,-1.4796619
0,-1.4796619
20,-1.4796619
13,-1.4796619
0,-1.4796619
16,-1.4796619
21,-1.4796619
4,-1.4796619
23,-1.4796619
21,-1.4796619
26,-1.4796619
0,-.91011715
0,-.91011715
2,-.91011715
0,-.91011715
0,-.91011715
10,-.91011715
0,-.91011715
8,-.91011715
0,-.91011715
0,-.91011715
0,-.91011715
4,-.91011715
13,-.91011715
0,-.91011715
0,-.91011715
6,-.91011715
0,-.91011715
0,-2.7743819
23,-2.7743819
13,-2.7743819
11,-2.7743819
0,-2.7743819
7,-2.7743819
0,-2.7743819
0,-2.7743819
0,-2.7743819
0,-2.7743819
13,-2.7743819
0,-2.7743819
6,-2.7743819
0,-2.7743819
0,-2.7743819
2,-2.7743819
0,-4.0795646
3,-9.611414
7,-9.611414
0,-9.611414
4,-9.611414
0,-7.8857579
0,-7.8857579
2,-7.8857579
0,-7.8857579
0,-7.41816
0,-7.41816
0,-9.7808371
0,-9.7808371
0,-9.8392477
0,-9.8392477
0,-10.163834
0,-10.163834
4,-10.163834
0,-7.3715587
0,-7.3715587
0,-7.3715587
0,-7.3715587
0,-7.3715587
0,-7.3715587
0,-7.3715587
1,-7.3715587
6,-7.3715587
0,-6.8295622
0,-6.8295622
1,-6.8295622
2,-6.8295622
11,-6.8295622
11,-6.8295622
0,-6.8295622
13,-6.8295622
0,-6.8295622
2,-6.8295622
0,-6.8295622
9,-6.8295622
0,-6.8295622
0,-6.8295622
0,-6.8295622
6,-5.917047
26,-5.917047
18,-5.917047
7,-5.917047
0,-5.9429507
7,-5.9429507
0,-5.9429507
13,-5.7314091
0,-5.7314091
6,-5.7314091
1,-5.7314091
2,-4.7529626
6,-4.7529626
0,-1.2146809
0,-1.2146809
16,-1.2146809
15,-1.2146809
2,-1.2146809
0,-1.2146809
0,-1.2146809
28,-1.2146809
0,-1.2146809
0,-1.2146809
7,-1.2146809
0,-1.2146809
0,-1.2146809
0,-1.2146809
0,-1.2146809
0,-1.2146809
18,-1.2146809
28,-2.3052492
13,-2.3052492
0,-2.3052492
0,-2.3052492
6,-2.3052492
4,-2.3052492
0,-2.3052492
0,-2.3052492
0,-2.3052492
0,-2.3052492
0,-1.4021131
7,-1.4021131
0,-1.4021131
0,-1.4021131
0,-1.4021131
25,-1.4021131
7,-1.4021131
0,-1.4021131
0,-1.4021131
7,-1.4021131
0,-1.4021131
0,-1.4021131
10,-1.4021131
18,-1.4021131
4,-1.4021131
0,-1.4021131
0,-2.4412489
12,-1.9805863
11,-1.9805863
0,-1.9805863
7,-1.9805863
20,-1.9805863
17,-1.9805863
3,-1.9805863
14,-1.9805863
0,-1.9805863
8,-1.9805863
0,-1.9805863
27,-1.9805863
0,-1.9805863
15,-1.9805863
0,-1.9805863
0,-1.9805863
3,-1.9805863
0,-1.9805863
0,-1.9805863
7,-1.9805863
2,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
6,-.88726592
7,-.88726592
7,-.88726592
0,-.88726592
2,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
0,-.88726592
3,-.88726592
13,-1.290565
0,-.43231058
6,.69736207
0,.69736207
9,.69736207
12,.69736207
18,.69736207
8,-.43231058
0,.69736207
11,-.43231058
0,.69736207
0,.69736207
16,.69736207
7,.69736207
0,.69736207
0,.69736207
0,-.43231058
0,.69736207
0,-1.8741114
0,-1.8741114
0,-1.8741114
0,-1.8741114
1,-1.8741114
0,-3.0037842
0,-1.8741114
0,-1.8741114
0,-1.8741114
21,-1.8741114
0,-3.0037842
0,-1.8741114
0,-1.8741114
0,-1.8741114
0,-4.4158349
0,-2.5219543
0,-2.5219543
0,-2.5219543
0,-2.5219543
7,-2.5219543
0,-2.5219543
0,-2.5219543
6,-2.5219543
0,-2.5219543
0,-2.5219543
2,-2.5219543
13,-2.5219543
2,-2.5219543
6,-2.5219543
0,-2.5219543
16,-2.5219543
0,-2.5219543
0,-2.5219543
10,-2.5219543
0,-2.5219543
0,-2.5219543
0,-5.4030643
0,-5.4030643
0,-3.3754444
7,-3.8329978
2,-2.5609047
0,-2.5609047
0,-2.5609047
10,-2.5609047
0,-2.5609047
0,-2.5609047
0,-2.5609047
0,-2.5609047
2,-2.5609047
3,-2.5609047
12,-2.5609047
0,-2.5609047
8,-2.5609047
3,-2.5609047
0,-5.5929818
0,-5.5929818
0,-5.5929818
9,-5.5929818
0,-5.5929818
0,-5.5929818
8,-5.5929818
0,-5.5929818
0,-5.5929818
0,-5.5929818
10,-5.5929818
0,-5.5929818
0,-5.5929818
0,-5.5929818
2,-3.0294187
12,-3.0294187
0,-2.6676655
8,-2.6676655
14,-4.9541602
0,-4.9541602
0,-4.9541602
0,-4.9541602
9,-4.9541602
16,-4.9541602
0,-4.9541602
0,-4.9541602
2,-4.9541602
0,-4.9541602
4,-4.9541602
0,-4.9541602
5,-4.9541602
0,-4.9541602
11,-4.9541602
14,-5.936121
11,-5.936121
2,-5.936121
7,-5.936121
7,-5.936121
7,-5.936121
1,-5.936121
0,-5.936121
0,-5.936121
1,-5.936121
0,-5.936121
11,-5.936121
1,-5.936121
13,.24447158
19,.24447158
0,.24447158
7,.24447158
10,.24447158
0,.24447158
14,.24447158
7,.24447158
0,.24447158
3,.24447158
3,.24447158
17,.24447158
3,.24447158
0,.24447158
3,.24447158
13,-.61134362
17,-.61134362
7,-.61134362
0,-.61134362
20,-.61134362
24,-.61134362
38,-.61134362
16,-.61134362
40,-.61134362
21,-.61134362
2,-.61134362
8,-.61134362
6,-.61134362
8,-.61134362
18,-.61134362
0,-6.0418587
1,-6.0418587
2,-6.0418587
12,1.9530576
22,.82338494
10,1.9530576
17,1.9530576
6,1.9530576
0,1.9530576
10,1.9530576
24,1.9530576
4,1.9530576
8,1.9530576
36,1.9530576
12,1.9530576
28,1.9530576
3,1.9530576
9,1.9530576
0,1.9530576
0,1.9530576
1,1.9530576
2,.97373688
3,.97373688
2,.97373688
11,.97373688
38,.97373688
0,.97373688
0,.97373688
4,.97373688
6,.97373688
3,.97373688
21,-.15593575
0,.97373688
14,.97373688
12,.97373688
2,-2.3342607
12,-.42340732
3,-.42340732
8,-.42340732
0,-.42340732
20,-.42340732
2,-.42340732
6,-.42340732
17,-.42340732
4,-.42340732
11,-.42340732
7,-.42340732
2,-.42340732
11,-.42340732
2,-.42340732
0,-.42340732
6,-.42340732
0,-.42340732
0,-.31869897
7,-.31869897
12,-.31869897
4,-.31869897
7,-.31869897
8,-.31869897
3,-.31869897
2,-.31869897
7,-.31869897
20,-.31869897
2,-.31869897
0,-.31869897
6,-.31869897
1,-.31869897
9,-.31869897
5,-.31869897
2,-.31869897
0,-.31869897
0,-.31869897
20,.88423771
0,-3.0903318
0,-2.1706958
6,-2.1706958
0,-2.1706958
0,-2.1706958
2,-2.1706958
0,-2.1706958
8,-2.1706958
0,-2.1706958
19,-2.1706958
0,-2.1706958
2,-2.1706958
0,-2.1706958
7,-2.1706958
0,-1.5747861
14,-1.5747861
14,-1.5747861
17,-1.5747861
0,-1.5747861
3,-1.5747861
0,-1.5747861
9,-1.5747861
0,-1.5747861
0,-1.5747861
2,-1.5747861
17,-1.5747861
21,-1.5747861
0,-1.5747861
11,-1.5747861
9,-1.5747861
0,-1.5747861
15,-1.5747861
10,-4.9857545
0,-4.9857545
10,-4.9857545
0,-10.090659
0,-6.2826142
0,-6.2826142
0,-6.2826142
0,-6.2826142
5,-6.2826142
7,-6.2826142
1,-6.2826142
0,-6.2826142
0,-5.1529417
0,-8.7171526
0,-8.7171526
21,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
0,-8.7171526
28,-8.7171526
21,-8.7171526
15,-8.7171526
0,-8.7171526
0,-7.9444199
0,-6.2670436
0,-6.2670436
0,-6.2670436
0,-6.2670436
4,-6.2670436
0,-6.2670436
6,-6.2670436
0,-6.2670436
5,-6.2670436
2,-6.2670436
0,-6.2670436
0,-6.2670436
0,-6.2670436
11,-6.2670436
0,-6.2670436
0,-6.2670436
0,-6.6239753
0,-6.6239753
16,-6.6239753
16,-6.6239753
0,-6.6239753
1,-6.6239753
4,-6.6239753
5,-6.6239753
4,-6.6239753
1,-6.6239753
0,-6.6239753
0,-6.6239753
0,-6.4681048
14,-7.6389346
0,-6.7993217
0,-6.7993217
3,-9.5143824
4,-9.5143824
0,-9.5143824
0,-9.5143824
16,-9.5143824
4,-9.5143824
0,-9.5143824
0,-9.5143824
14,-9.5143824
4,-9.5143824
8,-9.5143824
0,-11.597595
16,-11.597595
3,-11.597595
0,-11.597595
16,-11.597595
0,-11.597595
0,-11.597595
11,-11.597595
16,-11.597595
4,-11.597595
0,-11.597595
0,-11.597595
0,-11.597595
0,-11.597595
0,-11.597595
0,-11.597595
0,-6.3334246
0,-5.5421247
0,-1.0521923
0,-.65585691
3,5.9968543
0,-2.9920521
0,1.2798445
14,1.8167491
0,-1.2557226
0,-2.3297451
0,-2.3297451
0,-11.754429
0,-2.7739382
7,-.87456751
0,-2.8138773
0,-2.8138773
0,-2.8138773
0,-2.1725016
0,-4.4318466
0,-4.4318466
3,.77132457
11,.77132457
0,.77132457
0,-.62733817
0,2.2724302
3,2.2724302
0,2.2724302
5,2.2724302
5,2.2724302
0,-.47966745
0,-.47966745
0,1.0348425
0,3.112797
10,3.112797
0,3.112797
9,7.2594843
0,7.2594843
3,-.47897187
12,-7.2331562
0,-7.2331562
2,-2.7824225
3,-3.1064529
0,-4.3568912
0,-9.8392477
17,1.4490368
22,-.70549351
10,-.16089243
0,5.1872945
0,-3.2861624
6,3.8017938
0,-3.8329978
0,5.1997771
18,5.1997771
0,-3.3336363
3,-.77007353
11,-.77007353
0,-2.5471346
0,-.61134362
9,7.5726628
0,-1.2045882
0,4.5785818
0,.6805616
9,-1.5747861
9,-1.5747861
17,-.10728936
0,-3.3413811
16,-5.1529417
0,-5.1529417
0,-8.5275803
0,-2.9079747
0,-7.5874801
0,-6.9702611
0,-7.877243
0,-7.877243
0,-7.877243
3,-4.8509951
0,-.9067992
0,5.9968543
0,-5.7456551
0,-7.2644963
0,-11.754429
0,-5.3645
6,.058085602
0,-4.058465
0,-2.0672612
16,-2.0672612
0,-.62733817
0,-2.2384424
6,4.9290714
0,4.9290714
0,-7.2331562
12,-4.5762444
7,-4.5762444
0,-1.8745239
0,-2.3698814
0,-2.7824225
9,-3.1064529
0,-1.4796619
0,6.1427941
0,-10.826599
0,-3.9782822
7,5.1872945
0,2.6158209
4,-2.4694688
0,3.7198589
14,1.201695
0,-1.0410231
7,4.0408211
0,-1.5747861
2,-5.1319127
0,-2.9079747
0,-3.097548
0,-3.3873107
0,-3.3873107
0,-5.3384323
0,-8.7707844
0,-7.8857579
7,-5.9779906
