case_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD
101020040101,-9.74823,33.50350,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101020040104,-9.74823,33.50350,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101020040121,-9.74823,33.50350,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101020040128,-9.74823,33.50350,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790001,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790005,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790008,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790012,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790015,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790026,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790029,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790033,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790040,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790043,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790047,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790051,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790058,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790061,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790065,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101023790072,-9.58159,33.59190,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101026210012,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101026210018,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101026210024,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101026210030,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
101026210042,-9.71323,33.45200,MW2012C3010107,2012,MW,Malawi,Northern,Chitipa,,MW07,Misuku Hills,10920507,3
