HDDS,HDDS_predict
6,4.8154697
5,4.6638908
4,4.6416035
7,5.7847829
6,5.7847829
6,5.7847829
7,7.4106441
6,7.4106441
7,7.4106441
7,7.4106441
7,7.4106441
6,7.2102585
6,7.4106441
7,7.4106441
7,7.4106441
7,7.4106441
7,7.4106441
7,6.1365299
7,6.1365299
4,6.1365299
4,4.9973731
4,4.9973731
6,5.1699033
6,4.8462272
6,4.8462272
6,4.8462272
7,4.8462272
7,4.8462272
6,4.8462272
7,4.8462272
6,4.8462272
5,4.8462272
6,4.8462272
6,4.8462272
6,4.8462272
5,4.8462272
6,4.8462272
7,4.8462272
6,4.8462272
6,4.7492733
6,4.7492733
5,4.7492733
7,4.7492733
4,4.7492733
5,4.7492733
5,4.7492733
4,4.7492733
6,4.7492733
6,4.7492733
6,4.7492733
6,4.7492733
5,4.7492733
6,4.7492733
6,4.7492733
6,4.7492733
4,4.7492733
7,4.5471582
3,4.5471582
4,4.5471582
2,4.5471582
5,4.5471582
6,4.5471582
6,4.5471582
6,4.5471582
6,4.5471582
6,4.5471582
4,4.5471582
7,4.5471582
6,4.5471582
4,4.5471582
5,4.5471582
6,4.5471582
6,4.5471582
4,4.6496243
5,4.6496243
5,4.6496243
5,4.6496243
6,4.6496243
4,4.7075744
3,4.6822796
4,4.8020606
5,4.5274177
6,4.5274177
4,4.5274177
7,4.5274177
6,4.5274177
6,4.5274177
6,4.5274177
7,4.5274177
6,4.5274177
6,4.5274177
6,4.5274177
4,4.5274177
5,4.5274177
4,4.5274177
4,4.5274177
7,4.5274177
5,4.5274177
4,4.5274177
6,4.7177405
6,4.7423177
5,4.5729966
4,4.5729966
6,4.5729966
6,4.5729966
4,4.5729966
6,4.5729966
4,4.5729966
5,4.5729966
6,4.5729966
6,4.5729966
4,4.5729966
4,4.5729966
6,4.5729966
6,4.5729966
7,4.5729966
6,4.5729966
6,4.5729966
4,4.5729966
6,5.0747647
7,5.9805264
7,5.9805264
5,5.9805264
6,5.9805264
7,5.9805264
7,5.9805264
7,5.9805264
5,5.9805264
6,5.9805264
7,5.9805264
6,5.9805264
6,5.9805264
5,5.9805264
5,5.9805264
7,5.9805264
6,5.9805264
7,5.5023804
6,5.500524
7,5.500524
7,5.500524
7,5.500524
4,5.500524
4,5.500524
6,5.500524
5,5.500524
7,5.500524
5,5.500524
6,5.500524
6,5.500524
6,5.500524
4,4.5104947
6,4.5104947
5,4.5104947
7,4.5104947
4,4.5104947
6,4.5104947
6,4.5104947
6,4.5104947
6,4.5104947
4,4.5104947
6,4.5104947
5,4.5104947
6,4.5104947
5,4.5104947
5,4.5104947
6,4.5104947
3,4.5104947
6,4.5104947
5,4.5104947
6,4.4360518
4,4.4360518
5,4.4360518
4,4.4360518
3,4.4360518
3,4.4360518
7,4.4360518
5,4.4360518
5,4.4360518
2,4.4360518
3,4.4360518
3,4.4360518
6,4.4360518
4,4.4360518
3,4.4360518
5,4.4360518
4,4.4360518
5,5.489327
5,4.8137097
7,4.8137097
6,4.8137097
6,4.6051412
4,4.6051412
5,4.6051412
4,4.6051412
5,4.6051412
4,4.6051412
5,4.6051412
5,4.6051412
5,4.6051412
3,4.6051412
5,4.6051412
4,4.6051412
4,4.6051412
3,4.6051412
5,4.6051412
4,4.6051412
6,4.6051412
6,4.8033905
6,4.8033905
6,4.8033905
2,4.8033905
5,4.8033905
7,4.8033905
7,4.8033905
4,4.8033905
5,4.8033905
5,4.8033905
5,4.8033905
2,4.8033905
4,4.8033905
5,4.8033905
5,4.8033905
4,4.8033905
7,4.8033905
5,4.8033905
3,4.8033905
6,4.8033905
5,4.8033905
6,4.4733071
4,4.4733071
5,4.4733071
3,4.4733071
2,4.4733071
4,4.4733071
5,4.4733071
7,4.4733071
3,4.4733071
4,4.4733071
4,4.4733071
6,4.4733071
5,4.4733071
5,4.4733071
6,4.9084649
6,4.9084649
6,4.9084649
5,4.9084649
7,4.9084649
4,4.9084649
5,4.9084649
5,4.9084649
5,4.9084649
5,4.9084649
5,4.9084649
4,4.9084649
6,4.9084649
7,4.9084649
6,4.9084649
6,4.9084649
6,4.9084649
5,4.9084649
7,4.3840785
4,4.3840785
6,4.5484471
4,4.5484471
6,4.5484471
5,4.5484471
4,4.5484471
5,4.5484471
5,4.5484471
5,4.5484471
4,4.5484471
5,4.5484471
6,4.5484471
5,4.5484471
5,4.5484471
4,4.5484471
3,4.5484471
5,4.682981
6,4.682981
6,4.682981
5,4.682981
7,4.682981
5,4.682981
6,4.682981
6,4.682981
5,4.682981
5,4.682981
4,4.682981
6,4.682981
3,4.682981
4,4.682981
3,4.682981
5,4.682981
2,4.682981
4,4.4476309
6,4.4476309
4,4.4476309
4,4.4476309
5,4.4476309
4,4.4476309
6,4.4476309
5,4.4476309
6,4.4476309
2,4.4476309
5,4.4476309
2,4.4476309
4,4.4476309
2,4.4476309
4,4.4476309
5,4.7256565
6,4.7256565
4,4.7256565
5,4.7256565
6,4.7256565
5,4.7256565
3,4.7256565
5,4.7256565
3,4.7256565
5,4.7256565
7,4.7256565
3,4.7256565
3,4.7256565
5,4.7256565
6,4.7256565
5,4.7256565
5,4.7256565
6,4.8010926
5,4.8010926
5,4.8010926
2,4.8010926
4,4.8010926
6,4.8010926
5,4.8010926
3,4.8010926
7,4.8010926
5,4.8010926
3,4.8010926
5,4.8010926
5,4.8010926
6,4.8010926
6,4.8010926
6,4.8010926
6,5.385169
7,6.0722671
5,6.0722671
7,6.0722671
5,6.0722671
6,5.9119349
7,5.9119349
6,5.9119349
5,5.9119349
4,5.9682951
7,5.9682951
7,6.7175436
7,6.7175436
6,6.4972706
7,6.4972706
5,6.3831348
6,6.3831348
6,6.3831348
7,6.0630631
6,6.0630631
7,6.0630631
7,6.0630631
6,6.0630631
7,6.0630631
7,6.0630631
6,6.0630631
7,6.0630631
6,5.7039604
5,5.7039604
5,5.7039604
7,5.7039604
5,5.7039604
6,5.7039604
6,5.7039604
4,5.7039604
6,5.7039604
6,5.7039604
7,5.7039604
6,5.7039604
6,5.7039604
5,5.7039604
7,5.7039604
7,5.3535914
4,5.3535914
4,5.3535914
5,5.3535914
5,5.4218802
7,5.4218802
6,5.4218802
6,5.3875008
7,5.3875008
6,5.3875008
7,5.3875008
6,5.782773
5,5.782773
6,4.6045613
6,4.6045613
6,4.6045613
4,4.6045613
5,4.6045613
4,4.6045613
4,4.6045613
6,4.6045613
6,4.6045613
6,4.6045613
6,4.6045613
5,4.6045613
6,4.6045613
6,4.6045613
5,4.6045613
6,4.6045613
6,4.6045613
4,4.6955705
6,4.6955705
5,4.6955705
6,4.6955705
6,4.6955705
6,4.6955705
6,4.6955705
7,4.6955705
6,4.6955705
6,4.6955705
6,4.7789965
5,4.7789965
6,4.7789965
6,4.7789965
6,4.7789965
3,4.7789965
4,4.7789965
6,4.7789965
4,4.7789965
5,4.7789965
5,4.7789965
6,4.7789965
4,4.7789965
5,4.7789965
6,4.7789965
4,4.7789965
6,4.6547251
4,5.0643911
6,5.0643911
7,5.0643911
6,5.0643911
6,5.0643911
6,5.0643911
5,5.0643911
6,5.0643911
5,5.0643911
6,5.0643911
3,5.0643911
5,5.0643911
6,5.0643911
5,5.0643911
7,5.0643911
6,5.0643911
6,5.0643911
6,5.0643911
6,5.0643911
6,5.0643911
4,4.6496992
7,4.6496992
5,4.6496992
4,4.6496992
6,4.6496992
6,4.6496992
5,4.6496992
3,4.6496992
5,4.6496992
5,4.6496992
4,4.6496992
5,4.6496992
5,4.6496992
6,4.6496992
5,4.6496992
7,4.6496992
4,4.6496992
5,4.6496992
2,4.6496992
4,4.6496992
4,4.4595075
5,4.6476436
6,4.4472585
6,4.4472585
5,4.4472585
6,4.4472585
6,4.4472585
6,4.6476436
5,4.4472585
5,4.6476436
5,4.4472585
4,4.4472585
5,4.4472585
6,4.4472585
5,4.4472585
7,4.4472585
6,4.6476436
5,4.4472585
6,4.6082253
6,4.6082253
6,4.6082253
6,4.6082253
5,4.6082253
6,4.8086104
5,4.6082253
6,4.6082253
7,4.6082253
4,4.6082253
4,4.8086104
6,4.6082253
5,4.6082253
5,4.6082253
2,4.938498
5,4.713778
6,4.713778
4,4.713778
4,4.713778
4,4.713778
6,4.713778
5,4.713778
3,4.713778
4,4.713778
7,4.713778
4,4.713778
4,4.713778
7,4.713778
6,4.713778
5,4.713778
5,4.713778
4,4.713778
6,4.713778
4,4.713778
7,4.713778
5,4.713778
7,6.045218
6,6.045218
7,5.2506933
4,5.0161905
6,5.101685
5,5.101685
5,5.101685
6,5.101685
6,5.101685
6,5.101685
6,5.101685
6,5.101685
5,5.101685
6,5.101685
6,5.101685
6,5.101685
3,5.101685
6,5.101685
6,6.0034337
6,6.0034337
6,6.0034337
6,6.0034337
7,6.0034337
7,6.0034337
6,6.0034337
5,6.0034337
7,6.0034337
7,6.0034337
6,6.0034337
7,6.0034337
6,6.0034337
7,6.0034337
5,4.9429369
6,4.9429369
6,4.8339257
4,4.8339257
6,5.2771168
6,5.2771168
6,5.2771168
7,5.2771168
7,5.2771168
5,5.2771168
7,5.2771168
6,5.2771168
6,5.2771168
6,5.2771168
7,5.2771168
5,5.2771168
3,5.2771168
5,5.2771168
3,5.2771168
6,5.6365709
5,5.6365709
6,5.6365709
6,5.6365709
6,5.6365709
6,5.6365709
6,5.6365709
6,5.6365709
7,5.6365709
6,5.6365709
6,5.6365709
7,5.6365709
6,5.6365709
6,4.5743546
6,4.5743546
6,4.5743546
6,4.5743546
6,4.5743546
3,4.5743546
4,4.5743546
6,4.5743546
6,4.5743546
6,4.5743546
6,4.5743546
6,4.5743546
7,4.5743546
6,4.5743546
4,4.5743546
6,4.9770808
3,4.9770808
6,4.9770808
5,4.9770808
4,4.9770808
6,4.9770808
6,4.9770808
5,4.9770808
5,4.9770808
6,4.9770808
6,4.9770808
6,4.9770808
4,4.9770808
4,4.9770808
6,4.9770808
7,5.8332043
7,5.8332043
4,5.8332043
6,4.1135569
5,4.313942
5,4.1135569
5,4.1135569
6,4.1135569
6,4.1135569
6,4.1135569
5,4.1135569
6,4.1135569
6,4.1135569
5,4.1135569
4,4.1135569
5,4.1135569
7,4.1135569
5,4.1135569
6,4.1135569
6,4.1135569
6,4.1135569
5,4.2277994
7,4.2277994
5,4.2277994
3,4.2277994
5,4.2277994
4,4.2277994
6,4.2277994
6,4.2277994
5,4.2277994
6,4.2277994
6,4.4281845
3,4.2277994
6,4.2277994
6,4.2277994
6,5.5980339
7,4.8463893
6,4.8463893
7,4.8463893
6,4.8463893
4,4.8463893
6,4.8463893
5,4.8463893
5,4.8463893
5,4.8463893
5,4.8463893
6,4.8463893
6,4.8463893
5,4.8463893
6,4.8463893
7,4.8463893
6,4.8463893
6,4.8463893
6,4.7715979
3,4.7715979
6,4.7715979
5,4.7715979
4,4.7715979
5,4.7715979
6,4.7715979
4,4.7715979
7,4.7715979
6,4.7715979
6,4.7715979
6,4.7715979
6,4.7715979
6,4.7715979
6,4.7715979
6,4.7715979
6,4.7715979
4,4.7715979
7,4.7715979
5,4.7021189
6,5.1072326
6,4.9993382
6,4.9993382
4,4.9993382
5,4.9993382
5,4.9993382
5,4.9993382
6,4.9993382
7,4.9993382
5,4.9993382
6,4.9993382
5,4.9993382
7,4.9993382
3,4.9993382
6,4.9357095
6,4.9357095
5,4.9357095
5,4.9357095
6,4.9357095
5,4.9357095
6,4.9357095
6,4.9357095
6,4.9357095
5,4.9357095
5,4.9357095
3,4.9357095
5,4.9357095
7,4.9357095
5,4.9357095
4,4.9357095
6,4.9357095
6,4.9357095
5,5.2396202
6,5.2396202
7,5.2396202
7,6.1779609
5,5.4743352
7,5.4743352
7,5.4743352
6,5.4743352
7,5.4743352
5,5.4743352
7,5.4743352
6,5.4743352
6,5.2739501
7,6.4693632
5,6.4693632
6,6.4693632
7,6.4693632
7,6.4693632
7,6.4693632
7,6.4693632
6,6.4693632
6,6.4693632
7,6.4693632
6,6.4693632
7,6.4693632
7,6.4693632
7,6.4693632
6,6.4693632
7,6.4693632
6,6.4693632
5,6.4693632
5,6.1859665
5,5.5506687
7,5.5506687
6,5.5506687
5,5.5506687
5,5.5506687
7,5.5506687
6,5.5506687
7,5.5506687
6,5.5506687
5,5.5506687
6,5.5506687
7,5.5506687
5,5.5506687
6,5.5506687
5,5.5506687
6,5.5506687
7,5.4807086
6,5.4807086
5,5.4807086
5,5.4807086
0,5.4807086
7,5.4807086
5,5.4807086
6,5.4807086
6,5.4807086
7,5.4807086
7,5.4807086
7,5.4807086
7,5.701817
6,6.109973
6,5.6471167
7,5.6471167
7,5.9110456
6,5.9110456
6,5.9110456
7,5.9110456
7,5.9110456
7,5.9110456
7,5.9110456
7,5.9110456
5,5.9110456
7,5.9110456
7,5.9110456
7,7.527144
6,7.527144
6,7.527144
7,7.527144
6,7.527144
6,7.527144
7,7.527144
5,7.527144
7,7.527144
7,7.527144
7,7.527144
7,7.527144
7,7.527144
7,7.527144
7,7.527144
6,7.527144
6,5.475503
5,5.2400489
7,5.2388792
7,5.7469277
5,4.5958586
7,4.9595494
7,4.6472206
5,4.8911347
6,5.0811114
7,5.7836132
6,5.7836132
7,7.4106441
6,6.0312924
6,5.6157665
4,6.4323082
7,6.4323082
7,6.4323082
6,4.9145474
6,5.3153181
5,5.3153181
6,4.8450575
4,4.8450575
6,4.8450575
4,4.5471582
7,4.7064047
7,4.7064047
6,4.7064047
6,4.7064047
4,4.7064047
7,4.8480706
5,4.8480706
7,4.8008909
6,4.7165709
6,4.7165709
6,4.7165709
5,4.2544036
6,4.2544036
6,4.4198442
5,5.9805264
6,5.9805264
7,4.9084649
6,4.8465085
6,6.5510659
7,6.4972706
5,4.244525
6,4.6994553
6,4.2591224
7,4.4460888
6,4.7381129
6,4.5344396
7,5.0161905
7,4.357717
7,4.357717
6,5.602663
6,4.5421662
7,4.5421662
6,4.8525872
6,4.9770808
6,3.9120021
7,5.3976483
6,4.5973983
7,4.5097599
6,4.9357095
5,4.9357095
6,4.8055687
7,5.776021
4,5.2739501
7,5.2739501
7,6.3601918
6,6.158637
6,6.2689781
7,5.8487473
6,6.1509705
6,6.1509705
7,6.1509705
6,5.0385895
7,5.7981458
6,4.5958586
7,5.0822811
7,7.4094744
7,7.4106441
7,5.6169362
7,5.3141484
7,5.1699033
7,4.7492733
6,4.7492733
7,4.5471582
7,4.8370485
7,4.8315558
7,4.8315558
6,5.9805264
4,5.5023804
4,5.5023804
5,4.5104947
5,4.4360518
7,4.9084649
5,4.8465085
5,4.4476309
6,4.4073896
7,7.965601
7,4.9690175
6,4.4460888
6,4.6070557
6,4.8729935
7,4.540997
6,4.638238
6,4.7989531
6,4.7089753
7,4.9357095
6,5.2972121
7,6.158637
7,6.2678084
7,6.1498013
7,6.1498013
6,5.5014319
6,7.1971097
6,5.9119349
7,7.3255892
