logFCS,logFCS_predict
3.624341,3.9166791
3.6375861,3.9166791
4.1743875,3.9166791
3.7376697,3.7290545
3.8918202,3.7290545
4.2484951,3.7290545
3.7612002,3.7290545
3.5263605,3.7290545
3.6635616,3.7290545
3.7256935,3.7290545
4.0163832,3.7290545
3.9982007,3.7290545
3.9415817,3.7290545
3.5409594,3.7290545
3.8607297,3.7290545
3.4965076,3.7290545
3.3843904,3.7290545
3.9019728,3.7290545
4.1026435,3.7290545
3.8918202,3.6943266
3.8501475,3.6943266
3.8394523,3.6943266
3.6506581,3.6943266
3.3322046,3.6943266
3.7376697,3.6943266
3.7376697,3.6943266
3.7376697,3.6943266
3.3322046,3.6943266
3.5115454,3.6943266
3.8501475,3.6943266
3.6888795,3.6943266
4.0604429,3.6943266
3.583519,3.6943266
3.6109178,3.6943266
3.4965076,3.6943266
3.7376697,3.7257071
3.7841897,3.7257071
3.4499876,3.7257071
4.1108737,3.7257071
3.713572,3.7257071
3.4339871,3.7257071
3.4965076,3.7257071
3.3843904,3.7257071
3.7841897,3.7257071
3.6763008,3.7257071
3.0445225,3.7257071
3.9219732,3.7257071
3.7841897,3.7257071
3.4965076,3.7257071
3.7612002,3.7257071
3.8501475,3.7257071
3.1354942,3.7795219
3.6375861,3.7795219
3.3322046,3.7795219
4.4426513,3.7795219
3.9120231,3.7795219
3.4177268,3.7795219
4.0430512,3.7795219
4.0604429,3.7795219
3.8066626,3.7795219
3.3672957,3.7795219
3.3672957,3.7795219
3.6506581,3.7795219
3.7013021,3.7795219
3.5263605,3.7795219
4.1820502,3.7795219
3.7954891,3.7795219
3.6635616,3.7795219
3.9318256,4.0658984
3.5263605,4.0658984
3.9796817,4.0658984
3.9608133,4.0658984
4.1431346,4.0658984
4.0430512,4.0658984
3.8394523,4.0658984
3.8501475,4.0658984
3.7256935,4.0658984
4.2626801,4.0658984
4.1743875,4.0658984
3.6109178,4.0658984
3.5409594,4.0658984
4.1743875,4.0658984
4.0604429,4.0658984
3.9019728,4.0658984
4.7004805,4.0658984
4.1743875,4.0883718
4.1108737,4.0883718
4.4067192,4.0883718
3.1570003,4.0570226
3.9702919,4.0570226
3.7954891,4.0570226
3.8501475,4.0570226
3.9702919,4.0570226
4.1271343,4.0570226
4.3307333,4.0570226
3.7256935,4.0570226
3.3843904,4.0570226
3.5263605,4.0570226
3.713572,4.0570226
3.7256935,4.0570226
3.2958369,4.0570226
3.5409594,4.0570226
3.6635616,4.0570226
3.3672957,4.0570226
3.8286414,4.0570226
3.8394523,3.9373829
3.9889841,3.9373829
4.0604429,3.9373829
4.1431346,3.9373829
3.9318256,3.9373829
3.4965076,3.9373829
4.4067192,3.9373829
4.4773369,3.9373829
3.6888795,3.9373829
4.0253515,3.9373829
3.713572,3.9373829
4.1588831,3.9373829
3.7727609,3.6817038
3.7612002,3.6817038
4.3694477,3.6817038
3.5695326,3.6817038
3.7841897,3.6817038
3.9702919,3.6817038
3.3141861,3.6817038
3.4011974,3.6817038
3.6375861,3.6817038
3.8918202,3.6817038
3.9608133,3.6817038
3.6109178,3.6817038
3.3322046,3.6755121
4.0604429,3.6755121
3.1354942,3.6755121
3.4177268,3.6755121
4.3438053,3.6755121
4.4773369,3.6755121
3.6635616,3.6755121
3.2771447,3.6755121
3.48124,3.6755121
3.6888795,3.6755121
4.2972856,3.6755121
3.8177123,3.6755121
3.5115454,3.6755121
3.4011974,3.6428034
3.7256935,3.6428034
3.8607297,3.6428034
3.7954891,3.6428034
4.1896548,3.6428034
3.713572,3.6428034
3.2188759,3.6428034
3.5263605,3.6428034
3.5695326,3.6428034
3.9318256,3.6428034
3.7612002,3.6428034
3.4657359,3.6428034
3.8394523,3.6428034
3.871201,3.6428034
2.8332133,3.6428034
3.5115454,3.6542325
4.3307333,3.6708882
3.6109178,3.6708882
4.3944492,3.6708882
3.9019728,3.6708882
4.4308167,3.6708882
3.9512436,3.6708882
3.7013021,3.6708882
4.3438053,3.6708882
3.9512436,3.6708882
2.9444389,3.6708882
3.9889841,3.6708882
4.0073333,3.6708882
2.9957323,3.6708882
4.0073333,3.6708882
3.8501475,3.6708882
3.7841897,3.6708882
4.2195077,3.6488726
3.8286414,3.6625578
3.5115454,3.6625578
4.2341065,3.6625578
3.6506581,3.6625578
4.7184987,3.6625578
3.8501475,3.6625578
4.6443911,3.6625578
3.7841897,3.6625578
4.2766662,3.6625578
3.7954891,3.6625578
3.871201,3.6625578
3.871201,3.6625578
3.6635616,3.6625578
4.3107991,3.6625578
4.051785,3.6625578
3.8918202,4.0137157
3.8286414,4.0137157
4.6728287,4.0137157
4.4426513,4.0137157
4.0073333,4.0137157
3.7495041,4.0137157
4.2766662,4.0137157
4.5643482,4.0137157
4.3820267,4.0137157
3.7495041,4.1119061
4.2046928,4.1119061
4.2195077,4.1119061
4.2766662,4.1119061
3.9120231,4.1119061
3.9120231,4.1119061
3.6888795,4.1119061
3.3322046,4.1119061
4.1743875,4.1119061
4.6347289,4.1119061
3.871201,4.1119061
4.1588831,4.1119061
4.0253515,4.1119061
3.8918202,4.1119061
3.5263605,3.9831064
2.74084,3.9831064
3.9796817,3.9831064
4.0775375,3.9831064
3.8066626,3.9831064
4.1743875,3.9831064
4.1743875,3.9831064
3.7376697,3.9831064
3.4339871,3.9831064
3.9512436,3.9831064
4.3820267,3.9831064
3.583519,3.9831064
3.5263605,3.9831064
3.4965076,3.9831064
3.5695326,3.7555478
3.6888795,3.7555478
4.0073333,3.7555478
3.7612002,3.7555478
3.6888795,3.7555478
4.2484951,3.8176467
3.6109178,3.8176467
3.6635616,3.8176467
3.8501475,3.8176467
3.8286414,3.8176467
3.4657359,3.8176467
3.8066626,3.8176467
3.4339871,3.8176467
3.6109178,3.8176467
3.583519,3.8176467
3.3843904,3.8176467
3.6888795,3.8176467
3.0445225,3.8176467
3.6109178,3.8176467
3.6635616,3.8176467
3.3322046,3.6400146
4.3372908,3.6564257
4.0253515,3.6564257
4.5272088,3.6564257
4.1972017,3.6564257
3.9512436,3.6564257
3.9219732,3.6564257
3.3672957,3.6564257
3.8501475,3.6564257
4.1351666,3.6564257
4.1896548,3.6564257
4.0073333,3.6564257
3.9796817,3.6564257
3.8286414,3.6564257
4.1588831,3.6564257
4.356709,3.6564257
3.7495041,3.6689429
3.7376697,3.6689429
3.8177123,3.6689429
3.5973122,3.6689429
3.624341,3.6689429
3.9702919,3.6689429
4.1431346,3.6689429
4.1431346,3.6689429
3.9702919,3.6689429
3.6375861,3.6689429
3.5263605,3.6689429
3.9219732,3.6689429
4.2904596,3.6689429
3.3672957,3.6689429
3.6635616,3.6689429
3.6888795,3.6689429
4.2341065,3.6689429
3.48124,3.6689429
4.3694477,3.6689429
3.6375861,3.6689429
3.7612002,3.7028289
3.583519,3.7028289
3.9019728,3.7028289
3.9219732,3.7028289
3.4965076,3.7028289
3.9702919,3.7028289
3.4011974,3.7028289
4.1743875,3.7028289
3.9702919,3.7028289
3.8394523,3.7028289
3.9889841,3.7028289
3.0910425,3.7028289
3.8501475,3.7028289
3.9415817,3.7028289
3.7376697,3.7028289
4.0342407,3.7028289
3.8918202,3.7028289
3.7495041,3.7028289
4.1431346,3.7028289
4.0943446,3.7028289
3.624341,3.6315424
3.8394523,3.6315424
3.4965076,3.6315424
3.8607297,3.6315424
3.8918202,3.6315424
3.7954891,3.6315424
3.5409594,3.6315424
4.0775375,3.6315424
3.8394523,3.6315424
3.3672957,3.6315424
3.713572,3.6315424
4.1351666,3.6315424
3.9512436,3.6315424
3.8815639,3.6315424
3.5973122,3.6315424
4.1431346,3.6315424
4.3820267,3.6315424
3.8918202,3.6315424
3.9608133,3.6315424
3.7612002,3.6315424
4.4188404,3.6315424
3.48124,3.6315424
3.9889841,3.6315424
3.4657359,3.6844099
4.1743875,3.6844099
3.2958369,3.6844099
3.8815639,3.6844099
3.624341,3.6844099
4.0253515,3.6844099
3.9120231,3.6844099
3.7376697,3.6844099
3.6506581,3.6844099
3.6506581,3.6844099
4.0163832,3.6844099
3.6375861,3.6844099
3.4657359,3.6844099
4.2195077,3.6844099
3.4965076,3.6844099
3.6635616,3.6844099
3.3141861,3.7778642
3.8066626,3.7778642
3.4339871,3.7778642
3.8394523,3.7778642
3.9512436,3.7778642
3.7013021,3.7778642
4.1510401,3.7778642
4.2626801,3.7778642
4.5217886,3.7778642
3.4177268,3.7778642
3.7727609,3.7778642
4.1820502,3.7778642
4.4308167,3.7778642
4.1510401,3.7778642
3.9019728,3.7778642
3.8918202,3.7778642
3.6375861,3.7740011
4.2626801,3.7740011
3.6375861,3.7740011
3.5973122,3.7740011
3.3322046,3.7740011
3.198673,3.7740011
3.0445225,3.7740011
3.4339871,3.7740011
3.5409594,3.7740011
3.1354942,3.7740011
3.7376697,3.7740011
3.6375861,3.5498285
3.5409594,3.5498285
3.7612002,3.5498285
3.3843904,3.5498285
3.7376697,3.5498285
4.1588831,3.5498285
3.8066626,3.5498285
3.713572,3.5498285
3.9608133,3.5498285
3.3322046,3.5498285
3.7841897,3.5498285
3.5115454,3.5498285
3.6375861,3.5498285
3.8918202,3.5498285
3.5115454,3.5498285
3.3499041,3.587388
3.4965076,3.587388
3.8501475,3.587388
3.5409594,3.587388
3.6888795,3.587388
3.0910425,3.587388
4.0430512,3.587388
3.4657359,3.587388
3.9512436,3.587388
3.7727609,3.587388
3.0910425,3.587388
3.48124,3.587388
3.2958369,3.587388
3.6375861,3.587388
3.7612002,3.587388
3.5263605,3.587388
3.5553482,3.587388
4.4426513,3.8833566
3.713572,3.8833566
3.5263605,3.8833566
3.3499041,3.8833566
4.3174882,3.8833566
3.6109178,3.8833566
3.583519,3.8833566
3.7612002,3.8833566
3.7841897,3.8833566
4.1431346,3.8833566
4.3438053,3.8833566
3.583519,3.8833566
4.3307333,3.8833566
3.8501475,3.8833566
4.1588831,3.8833566
3.9889841,3.8833566
4.0253515,3.6742394
4.2195077,3.6742394
3.583519,3.6742394
4.0253515,3.6742394
3.6888795,3.538234
4.1190372,3.6626647
3.4965076,3.6626647
3.4177268,3.6626647
3.6375861,3.6626647
4.0253515,3.6626647
3.48124,3.6626647
3.2958369,3.6626647
3.2958369,3.6626647
3.7256935,3.6626647
3.7727609,3.6626647
3.7841897,3.6626647
4.1666651,3.6626647
3.6635616,3.6626647
3.7376697,3.6626647
4.2696977,3.6626647
3.5695326,3.6991718
3.5263605,3.6991718
3.5115454,3.6991718
3.1354942,3.6991718
3.4339871,3.6991718
3.7495041,3.6991718
3.0445225,3.6991718
3.198673,3.6991718
3.4965076,3.6991718
3.4965076,3.6991718
3.5553482,3.6991718
3.6888795,3.6991718
3.583519,3.6991718
3.871201,3.6991718
3.4177268,3.6991718
3.624341,3.6991718
3.2580965,3.6991718
3.4499876,3.6991718
3.5409594,3.6991718
4.2696977,3.5773926
3.3322046,3.5773926
3.7954891,3.5773926
3.4657359,3.5773926
3.5695326,3.5773926
3.7256935,3.5773926
3.6109178,3.5773926
2.9444389,3.5773926
3.5973122,3.5773926
3.1354942,3.5773926
4.0430512,3.5773926
3.5553482,3.5773926
3.3843904,3.5773926
3.9120231,3.5773926
3.198673,3.5773926
3.7376697,3.6598315
3.6763008,3.6598315
3.6763008,3.6598315
3.2958369,3.6598315
3.7013021,3.6598315
3.0445225,3.6598315
4.0775375,3.6598315
3.8066626,3.6598315
3.6109178,3.6598315
3.6763008,3.6598315
3.7495041,3.6598315
3.2188759,3.6598315
3.1570003,3.6598315
3.5695326,3.6598315
3.6506581,3.5272727
3.6888795,3.5272727
4.1431346,3.5272727
3.2958369,3.5272727
3.5115454,3.6581197
3.4657359,3.6581197
3.4965076,3.6581197
3.4965076,3.6581197
3.4657359,3.6581197
3.7013021,3.6581197
3.0445225,3.6581197
3.5553482,3.6581197
2.8033605,3.6581197
3.7612002,3.6581197
3.1135154,3.6581197
3.0445225,3.6581197
3.2580965,3.5858979
3.4499876,3.5858979
3.4339871,3.5858979
3.3843904,3.5858979
3.4339871,3.5858979
3.8607297,3.5858979
4.0253515,3.5858979
3.8177123,3.5858979
3.713572,3.5858979
4.0342407,3.5858979
3.2188759,3.5858979
3.6375861,3.5858979
3.7495041,3.5858979
3.4499876,3.5858979
3.5553482,3.5858979
4.1820502,3.5858979
3.4657359,3.5858979
3.4499876,3.5858979
3.9219732,3.5858979
3.2771447,3.5858979
3.7013021,3.6440303
3.8918202,3.8685219
4.1743875,3.8685219
3.9702919,4.0812101
4.1108737,4.0812101
3.9120231,4.0812101
4.5325994,4.0812101
4.5747108,4.0812101
3.6635616,4.0812101
4.2904596,4.0812101
4.5325994,4.0812101
3.9702919,4.0812101
4.1108737,4.0812101
4.2121277,3.9982369
3.9702919,3.9982369
4.1743875,3.9982369
4.1108737,3.9982369
3.6375861,3.9982369
4.4308167,3.9982369
2.8033605,3.9982369
3.713572,3.9982369
3.713572,3.9982369
4.2904596,3.9982369
4.1108737,3.9982369
4.3694477,3.9982369
4.7184987,3.9982369
4.4659081,3.9982369
4.0430512,3.9982369
3.8286414,3.9982369
4.4773369,3.9982369
3.6375861,3.9982369
3.871201,3.9982369
4.3438053,3.9982369
3.6888795,3.9982369
4.0253515,4.0125694
3.6888795,4.0125694
4.6347289,4.0125694
4.2484951,4.0125694
4.5432949,4.2421246
4.5217886,4.2421246
4.1271343,4.2421246
4.1972017,4.1720624
3.9512436,4.2421246
4.4998097,4.2421246
3.9702919,4.2421246
4.6051702,4.2421246
4.2484951,4.2421246
4.7004805,4.2421246
4.2766662,4.2421246
4.2046928,4.2421246
4.5217886,4.2421246
4.3694477,4.2421246
3.9318256,4.2421246
3.7256935,4.2421246
4.5538769,4.2421246
4.1743875,4.2421246
4.4426513,4.1916413
3.3322046,4.1916413
4.1431346,4.1916413
4.5108595,4.1916413
3.8918202,4.1916413
4.1431346,4.1916413
3.9702919,4.1916413
4.4308167,4.1916413
3.9889841,4.1916413
4.5747108,4.1916413
3.9512436,4.1916413
3.871201,4.1916413
4.1431346,4.1916413
4.4308167,4.1916413
4.0775375,4.1916413
4.6443911,4.1916413
3.6506581,4.1916413
4.5325994,4.1583185
4.3944492,4.1583185
3.6375861,4.1583185
3.713572,4.1583185
3.9512436,4.1583185
4.3944492,4.1583185
4.4659081,4.1583185
3.4339871,4.1583185
4.4543471,4.1583185
4.6347289,4.1583185
4.0342407,4.1583185
3.8501475,4.1583185
4.6821313,4.1583185
3.4965076,3.8437738
3.9702919,3.8437738
4.0430512,3.8437738
3.6888795,3.8437738
4.3820267,3.8437738
4.4308167,3.8437738
4.3174882,3.8437738
3.6109178,3.8437738
3.5115454,3.8437738
3.7612002,3.8437738
4.2972856,3.8437738
3.9318256,3.8437738
3.8177123,3.8437738
3.8607297,3.8437738
4.2904596,3.8437738
3.9415817,3.8437738
4.2046928,3.8437738
4.6347289,4.6619611
4.5747108,4.6619611
4.6347289,4.6619611
4.4308167,4.6619611
4.7184987,4.6619611
3.9702919,4.6619611
4.5432949,4.6619611
4.5432949,4.6619611
4.6051702,4.6619611
4.3820267,4.6619611
4.5108595,4.6619611
4.4543471,4.6619611
4.5849676,4.6619611
4.5643482,4.6619611
3.8501475,3.8515172
3.871201,3.8515172
3.9889841,3.8515172
3.7841897,3.8515172
4.4067192,3.8515172
4.1190372,3.8515172
4.0604429,3.8515172
3.8918202,3.8515172
4.1743875,3.8515172
4.0073333,3.8515172
3.5409594,3.8515172
3.6375861,3.8515172
3.4965076,3.8515172
4.0073333,3.8515172
4.051785,3.8515172
3.6109178,3.8515172
3.4499876,3.8515172
3.9889841,3.8498135
4.1431346,3.8498135
3.713572,3.8498135
4.2046928,3.8498135
4.2626801,3.8498135
4.4998097,3.8498135
3.8501475,3.8498135
4.3307333,3.8498135
4.5217886,3.7909021
3.4965076,3.7909021
3.8286414,3.7909021
3.7727609,3.7909021
4.1896548,3.7909021
3.9702919,3.7909021
4.1271343,3.7909021
3.871201,3.7909021
3.583519,3.7909021
3.7376697,3.7909021
3.9318256,3.7909021
3.6763008,3.7909021
4.3307333,3.7909021
3.871201,3.7909021
3.7256935,3.7909021
4.0604429,3.7909021
3.5695326,3.7024636
4.0690269,3.7024636
3.5553482,3.7024636
4.1190372,3.7024636
3.871201,3.7024636
3.6375861,3.7024636
3.6109178,3.7024636
3.8607297,3.6645925
3.1780539,3.6645925
3.2958369,3.6645925
4.1666651,3.6645925
3.198673,3.6645925
3.8607297,3.6645925
3.9318256,3.6645925
3.8286414,3.6645925
3.7013021,3.6645925
3.9889841,3.6645925
3.2580965,3.6645925
3.4011974,3.6645925
3.583519,3.6645925
3.1780539,3.6645925
3.9120231,3.6645925
3.624341,3.6645925
3.1135154,3.6645925
3.4965076,3.6645925
3.9982007,3.6433241
3.8177123,3.6433241
3.9702919,3.6433241
3.713572,3.6433241
3.3322046,3.6433241
4.1108737,3.6433241
3.4177268,3.6433241
4.0253515,3.6433241
3.3141861,3.6433241
3.5263605,3.6433241
3.2958369,3.6433241
3.7376697,3.6433241
3.2958369,3.6433241
3.6109178,3.6433241
3.5553482,3.6433241
3.8607297,3.6433241
3.5409594,3.6433241
3.9120231,3.6433241
4.3174882,3.7716815
4.2341065,3.7716815
4.2195077,3.7716815
3.4657359,3.6327362
4.0073333,3.6327362
4.1972017,3.6327362
3.2580965,3.6327362
3.7376697,3.6327362
4.1271343,3.6327362
3.713572,3.6327362
2.8332133,3.6327362
3.6888795,3.6327362
3.8815639,3.6327362
3.6888795,3.6327362
3.9415817,3.6327362
3.7376697,3.6327362
3.0910425,3.6327362
3.7256935,3.6327362
3.8066626,3.6327362
3.4499876,3.6948063
3.8177123,3.6769433
4.1108737,3.6769433
3.713572,3.6769433
3.8394523,3.6769433
3.7612002,3.6769433
4.1896548,3.6769433
