logFCS,logFCS_predict
3.2386785,3.6769433
3.9318256,3.6769433
3.48124,3.6769433
3.9318256,3.6769433
3.6888795,3.6769433
3.9219732,3.6769433
3.7256935,3.6769433
3.068053,3.6769433
4.0073333,3.6769433
4.1896548,3.6769433
3.583519,3.6769433
3.7841897,3.6769433
3.624341,3.6769433
3.9889841,3.5751364
4.1431346,3.5751364
3.1570003,3.5751364
3.4011974,3.5751364
3.4499876,3.5751364
4.0690269,3.5751364
3.8501475,3.5751364
3.6635616,3.5751364
3.9120231,3.5751364
3.9415817,3.5751364
3.48124,3.5751364
3.8815639,3.5751364
4.0690269,3.5751364
3.9120231,3.5751364
3.9219732,3.5751364
3.7612002,3.5751364
3.7841897,3.5751364
3.48124,3.5751364
3.5553482,3.5751364
3.6109178,3.5505929
3.713572,3.5505929
3.8177123,3.5505929
3.7495041,3.5505929
3.2580965,3.5505929
3.5973122,3.5505929
3.7376697,3.5505929
4.0604429,3.5505929
3.6635616,3.5505929
3.8815639,3.5505929
3.5263605,3.5505929
3.583519,3.5505929
4.051785,3.5505929
3.7954891,3.5505929
3.583519,3.5505929
4.0253515,3.5505929
3.4657359,3.5505929
3.5409594,3.7549746
4.0073333,3.7549746
3.9318256,3.7549746
4.1588831,3.7549746
4.1108737,4.0523853
3.7495041,4.0523853
4.1026435,4.0523853
3.871201,4.0523853
3.9120231,4.0523853
4.1896548,4.0523853
4.5108595,4.0523853
3.5553482,4.0523853
3.9120231,4.0523853
3.6506581,4.0523853
4.2046928,4.0523853
3.6635616,4.0523853
4.4773369,4.0523853
3.9318256,4.0523853
4.1351666,4.0523853
4.2484951,4.0523853
3.9512436,3.8011596
4.4067192,3.8011596
4.4308167,3.8011596
3.9019728,3.8011596
4.2046928,3.8011596
4.1820502,3.8011596
3.9019728,3.8011596
3.6506581,3.8011596
4.4426513,3.8011596
3.9415817,3.8011596
4.0073333,3.8011596
4.051785,3.8011596
3.8177123,3.8011596
4.0342407,3.8011596
4.1351666,3.8011596
4.0690269,3.8011596
4.1271343,3.8011596
3.3843904,3.8011596
3.9512436,3.7442069
4.4308167,3.7442069
4.0775375,3.7442069
4.3820267,3.7442069
3.5695326,3.7442069
4.6347289,3.7442069
4.6634393,3.7442069
3.5973122,3.7442069
3.7954891,3.7442069
3.6888795,3.7442069
4.2972856,3.7442069
4.0859761,3.7442069
3.7256935,3.7442069
4.0859761,3.7442069
3.7495041,3.7442069
3.8394523,3.7442069
3.8918202,3.7442069
4.2121277,3.7442069
4.1588831,3.7442069
3.5115454,3.718713
3.3322046,3.718713
3.5695326,3.718713
3.3843904,3.718713
3.9219732,3.718713
3.4657359,3.718713
4.3040652,3.718713
4.1190372,3.718713
3.9120231,3.718713
3.8815639,3.718713
3.7954891,3.718713
3.6506581,3.718713
3.8918202,3.718713
3.2188759,3.718713
3.9512436,3.6889002
4.0775375,3.6889002
3.6375861,3.6889002
4.0430512,3.6889002
4.1190372,3.6889002
4.0073333,3.6889002
3.624341,3.6889002
3.8286414,3.6889002
3.6506581,3.6889002
3.8286414,3.6889002
4.1351666,3.6889002
3.8501475,3.6889002
4.0253515,3.6889002
4.1108737,3.6889002
3.5695326,3.6889002
3.3322046,3.6889002
4.0943446,3.6889002
4.0775375,3.7859757
3.8286414,3.7859757
3.9120231,3.7859757
3.6375861,3.7859757
4.388257,3.7315741
4.051785,3.7315741
3.9702919,3.7315741
3.9889841,3.7315741
4.2341065,3.7315741
3.8918202,3.7315741
3.48124,3.7315741
4.0943446,3.7315741
3.9608133,3.7315741
4.4543471,3.7315741
4.3040652,3.7315741
3.6888795,3.7315741
3.6635616,3.7315741
3.8286414,3.7315741
3.3499041,3.7315741
4.4426513,3.7315741
3.9120231,3.7315741
3.2386785,3.7315741
3.6109178,3.7315741
4.2696977,3.7138028
4.1431346,3.7138028
3.7013021,3.7138028
3.7727609,3.7138028
3.7612002,3.7138028
3.7841897,3.7138028
3.5695326,3.7138028
3.2580965,3.7138028
3.9019728,3.7135866
3.9019728,3.7135866
3.8286414,3.7135866
3.5263605,3.7135866
3.8394523,3.7135866
3.624341,3.7135866
4.3040652,3.7135866
3.7612002,3.7135866
3.6375861,3.7135866
3.6375861,3.7135866
3.6763008,3.7135866
3.9608133,3.7135866
3.7727609,3.7135866
3.583519,3.7135866
3.7013021,3.7135866
3.2958369,3.7135866
3.9318256,3.7135866
3.7954891,3.7135866
3.6109178,3.9644618
4.1351666,3.9644618
4.6151204,3.9644618
3.9702919,3.9644618
3.5973122,3.9644618
3.6375861,3.9644618
3.8607297,3.9644618
4.5747108,3.9644618
3.713572,3.9644618
3.6763008,3.9644618
3.7954891,3.9644618
3.871201,3.9644618
3.7256935,3.9644618
4.6051702,3.9644618
4.1108737,3.9644618
4.1820502,3.9644618
3.9702919,3.6340857
3.7256935,3.511071
3.8286414,3.511071
3.6888795,3.511071
3.8501475,3.511071
3.713572,3.511071
3.4965076,3.511071
3.7495041,3.511071
4.0253515,3.511071
4.2413268,3.511071
3.5973122,3.511071
3.5409594,3.511071
3.6109178,3.511071
3.6375861,3.511071
3.7495041,3.511071
3.6635616,3.511071
3.7495041,3.511071
4.6051702,3.8993006
3.9318256,3.8993006
4.3307333,3.8993006
3.9889841,3.6902514
4.3040652,3.6902514
3.2188759,3.6902514
3.4011974,3.6902514
3.4499876,3.6902514
3.9219732,3.6902514
3.6109178,3.6902514
3.624341,3.6902514
3.9318256,3.6902514
3.8607297,3.6902514
3.9120231,3.6902514
3.2958369,3.6902514
4.4773369,3.6902514
3.5973122,3.6902514
3.3672957,3.6902514
3.8815639,3.6902514
4.1896548,3.8526304
3.9219732,3.7763121
3.6506581,3.7763121
3.5115454,3.7763121
3.5695326,3.7763121
3.6888795,3.7763121
3.6888795,3.7763121
3.7954891,3.7763121
3.7727609,3.7763121
3.583519,3.7763121
4.051785,3.7763121
3.9019728,3.7763121
3.2188759,3.7763121
3.871201,3.7763121
4.0775375,3.7763121
3.48124,3.7763121
3.6375861,3.7763121
3.5695326,3.7763121
3.8394523,3.7495511
3.9702919,3.7495511
2.8332133,3.7495511
3.5115454,3.7495511
3.3672957,3.7495511
3.4011974,3.7495511
3.0445225,3.7495511
4.1271343,3.7495511
3.3322046,3.7495511
3.6506581,3.7495511
3.9982007,3.7495511
3.6375861,3.7495511
3.5263605,3.8067229
4.5325994,3.8067229
4.0073333,3.8067229
4.4067192,3.8067229
4.1431346,3.8067229
3.2771447,3.8067229
3.8501475,3.8067229
3.4499876,3.8067229
3.9608133,3.8067229
4.2484951,3.8067229
4.051785,3.8067229
3.4499876,3.8067229
3.1780539,3.8067229
4.2626801,4.1204824
3.5553482,4.1204824
4.4308167,4.1204824
4.5432949,4.1204824
4.5849676,4.1204824
4.6151204,4.1204824
4.2484951,4.1204824
3.9512436,4.1204824
4.1271343,4.1204824
4.1588831,4.1204824
4.7184987,4.1204824
4.6347289,4.1204824
4.2046928,4.1204824
3.8066626,4.096736
4.2766662,4.096736
4.2046928,4.096736
3.8286414,4.1667976
4.6821313,4.1667976
4.356709,4.1667976
3.7727609,3.8147194
3.9219732,3.8147194
3.7013021,3.8147194
3.5973122,3.8147194
4.1896548,3.8147194
4.2904596,3.8847814
3.7841897,3.8147194
4.2484951,3.8147194
4.3694477,3.8147194
4.3307333,3.8147194
4.1431346,3.8147194
4.356709,3.8147194
4.0253515,3.8147194
3.9318256,3.8147194
3.8066626,3.8147194
4.0775375,3.8147194
3.4011974,3.8147194
4.3694477,3.8147194
4.2046928,4.1037126
4.3630986,4.1037126
4.2626801,4.1037126
4.0253515,4.1037126
3.9889841,4.1037126
4.5747108,4.1037126
4.3040652,4.1037126
3.6506581,4.1037126
4.6634393,4.1037126
3.9796817,4.1037126
4.3694477,4.1037126
4.1896548,4.1037126
4.1026435,4.1037126
4.5538769,4.1037126
4.1743875,4.1037126
4.1108737,4.1037126
4.0430512,4.1037126
3.9318256,3.9660561
3.8066626,3.9660561
3.8286414,3.9660561
4.0604429,3.9660561
4.0943446,3.9660561
4.0253515,4.036118
4.0253515,3.9660561
4.2766662,3.9660561
4.5217886,3.9660561
3.9796817,3.9660561
3.6763008,3.9660561
4.5163388,3.9660561
4.3040652,4.036118
4.5432949,3.9660561
4.5432949,3.9660561
3.8177123,3.9660561
3.8815639,3.9660561
4.2696977,3.9660561
3.8501475,4.0196671
3.7612002,4.0499969
3.9512436,4.0499969
3.6635616,4.0499969
4.3438053,4.0499969
3.8501475,4.0499969
3.8501475,4.0499969
3.713572,4.0499969
4.5538769,4.0499969
4.3944492,4.0499969
4.1743875,4.0499969
3.9608133,4.0499969
4.6051702,4.0499969
4.3174882,4.0499969
3.9889841,4.0499969
4.1896548,4.0499969
4.1271343,4.0499969
4.4543471,4.0499969
4.5849676,4.0499969
4.1588831,3.8979828
4.7184987,3.8979828
3.9702919,3.8979828
3.6635616,3.8979828
3.9120231,3.8979828
3.9889841,3.8979828
4.2195077,3.8979828
4.2341065,3.8979828
4.1431346,3.8864224
3.6888795,3.8864224
4.0430512,3.8493288
3.9702919,3.8493288
4.1896548,3.8493288
4.2766662,3.8493288
4.6051702,3.8493288
3.4965076,3.8493288
4.1108737,3.8493288
3.5553482,3.8493288
3.6888795,3.8493288
3.9318256,3.8493288
4.2195077,3.8493288
3.5973122,3.8493288
4.4188404,3.7290545
3.3322046,3.6684663
4.1666651,3.6684663
4.1431346,3.6684663
3.8815639,3.6684663
3.9889841,3.6684663
3.8394523,3.6684663
3.3322046,3.6684663
3.9219732,3.6684663
3.8918202,3.6684663
3.7376697,3.6684663
3.4657359,3.6684663
3.1780539,3.6684663
4.3372908,3.6684663
3.8177123,3.6684663
4.3438053,3.6684663
3.713572,3.6684663
3.583519,3.8085921
3.7376697,3.8085921
4.2972856,3.8085921
3.9889841,3.8085921
4.2341065,3.8085921
3.7612002,3.8085921
4.0943446,3.8085921
4.1972017,3.8085921
4.051785,3.8085921
4.1190372,3.8085921
3.6763008,3.8085921
4.0430512,3.8085921
4.0690269,3.8085921
3.7013021,3.8085921
3.9796817,3.8085921
3.8286414,3.8085921
4.0430512,3.8085921
3.9219732,3.8085921
4.2195077,3.8085921
4.2626801,3.8085921
3.7954891,3.8085921
3.7612002,3.8085921
4.1431346,3.7454545
3.871201,3.9868679
4.2766662,3.9868679
3.6888795,3.9868679
3.9318256,3.9868679
3.8501475,3.9868679
3.5973122,3.9868679
3.9318256,3.9868679
3.1354942,3.9868679
3.9415817,3.9868679
3.9702919,3.9868679
4.1431346,3.9868679
3.8066626,3.9868679
3.7841897,3.9868679
4.2766662,3.9868679
4.6821313,3.9868679
3.5263605,3.9868679
3.6635616,3.8132236
3.9120231,3.8132236
3.7841897,3.8132236
3.713572,3.8132236
3.8286414,3.8132236
3.713572,3.8132236
4.1026435,3.8132236
3.9415817,3.8132236
3.6888795,3.8132236
3.3322046,3.8132236
3.7841897,3.8132236
3.871201,3.8132236
3.8815639,3.8132236
3.5409594,3.8132236
3.8394523,3.8132236
3.7612002,3.8132236
3.7013021,3.8132236
3.4177268,3.8132236
3.6506581,3.8132236
3.7841897,3.8132236
3.8918202,3.8956857
3.3672957,3.8956857
3.7727609,3.8956857
3.068053,3.8956857
3.3672957,3.8956857
3.7495041,3.8956857
4.1108737,3.8956857
3.7376697,3.8956857
4.0073333,3.8956857
3.713572,3.8956857
3.8286414,3.8956857
4.3757572,3.8956857
3.6888795,3.8956857
3.6109178,3.8956857
3.7841897,3.8956857
3.871201,4.0883718
3.8918202,3.8328252
3.8066626,3.8328252
3.5115454,3.8328252
3.9982007,3.8328252
3.5409594,3.8328252
3.7495041,3.8328252
3.1570003,3.8328252
3.3843904,3.8328252
4.2484951,3.8328252
4.0690269,3.8328252
3.8394523,3.8328252
3.0445225,3.8328252
3.8394523,3.8328252
3.9512436,3.8328252
4.3372908,3.8328252
3.2188759,3.8328252
3.5553482,3.9373829
3.9120231,3.9373829
3.9889841,3.6817038
3.7612002,3.6817038
3.6109178,3.8209801
3.9702919,3.8209801
3.4177268,3.8209801
3.4499876,3.8209801
3.9120231,3.8209801
3.2958369,3.8209801
3.2188759,3.8209801
3.9318256,3.8209801
3.6109178,3.8209801
3.4339871,3.8209801
3.4657359,3.8209801
3.6375861,3.8209801
3.7495041,3.8209801
3.4499876,3.8209801
3.4657359,3.8209801
4.3820267,3.6755121
3.7841897,3.6755121
4.1431346,3.6428034
4.2766662,3.6428034
3.2958369,3.6428034
4.1026435,3.6428034
4.0943446,3.6099148
4.5325994,3.6099148
4.4308167,3.6099148
4.0943446,3.6099148
4.0775375,3.6099148
3.5409594,3.6099148
3.9415817,3.6099148
4.1588831,3.6099148
3.9120231,3.6099148
4.3174882,3.6099148
3.9512436,3.6099148
4.0859761,3.6099148
4.3694477,3.6099148
3.9889841,3.6099148
4.1271343,3.6099148
3.5553482,3.6099148
4.3944492,3.689527
4.0604429,3.689527
4.2413268,3.689527
3.5115454,3.689527
4.1896548,3.689527
3.6888795,3.689527
3.2188759,3.689527
4.3820267,3.689527
3.4657359,3.689527
3.7841897,3.689527
3.4499876,3.689527
3.7376697,3.689527
3.8501475,3.689527
4.2484951,3.689527
3.6635616,3.6542325
3.5695326,3.5770473
3.3672957,3.5770473
3.9219732,3.5770473
4.0690269,3.5770473
3.0910425,3.5770473
3.7376697,3.5770473
3.9120231,3.5770473
4.0163832,3.5770473
4.2046928,3.5770473
4.1896548,3.5770473
3.8607297,3.5770473
4.1972017,3.5770473
3.4011974,3.5770473
4.7184987,3.5770473
4.1666651,3.5770473
4.3174882,3.6613195
3.6109178,3.6613195
3.0445225,3.6613195
3.7612002,3.6613195
3.1354942,3.6613195
3.2958369,3.6613195
4.1588831,3.6613195
4.4067192,3.6613195
4.2766662,3.6613195
3.48124,3.6613195
3.2580965,3.6613195
3.6888795,3.6613195
4.1510401,3.6613195
4.3307333,3.6613195
4.2904596,3.6613195
4.4543471,3.6613195
3.583519,3.6613195
3.4011974,3.6613195
3.6375861,3.6613195
3.5553482,3.6488726
3.3322046,3.6625578
4.4426513,4.0137157
4.3174882,4.0137157
4.0430512,4.0137157
4.3174882,4.5235128
4.3307333,4.5235128
4.2341065,4.5235128
4.5325994,4.5235128
4.2904596,4.5235128
4.3694477,4.4534507
4.0604429,4.5235128
4.4426513,4.5235128
4.4188404,4.5235128
4.5643482,4.5235128
4.59512,4.5235128
4.1271343,4.1119061
4.2195077,4.1119061
3.8918202,4.1119061
3.9796817,3.7555478
3.4177268,3.7555478
4.0943446,3.8176467
3.8918202,3.7065511
3.871201,3.7065511
3.9219732,3.7065511
3.9982007,3.7065511
4.5217886,3.7065511
3.7612002,3.7065511
4.4773369,3.7065511
3.6635616,3.7065511
3.7013021,3.7065511
4.1108737,3.7065511
3.9796817,3.7065511
3.8607297,3.7065511
3.7612002,3.7065511
3.9318256,3.7065511
3.8918202,3.7065511
4.0775375,3.7065511
4.2766662,3.6733091
4.3502779,3.6733091
3.7612002,3.6733091
4.2341065,3.6733091
3.5695326,3.6733091
4.0690269,3.6733091
3.8286414,3.6733091
4.1108737,3.6733091
4.356709,3.6733091
4.1588831,3.6733091
3.9702919,3.6733091
4.051785,3.6733091
3.583519,3.6733091
4.1026435,3.6733091
4.0073333,3.6733091
3.7376697,3.6733091
3.4499876,3.6733091
3.7376697,3.6203535
3.1780539,3.6203535
3.4657359,3.6203535
3.0445225,3.6203535
3.48124,3.6203535
3.8918202,3.6203535
4.2195077,3.6203535
4.0604429,3.6203535
4.0073333,3.6203535
3.9318256,3.6203535
3.7612002,3.6203535
4.1510401,3.6203535
3.9120231,3.6203535
3.2958369,3.6203535
3.5695326,3.6203535
4.0690269,3.6203535
3.9318256,3.6203535
3.7256935,3.6400146
3.48124,3.6400146
3.6888795,3.6400146
3.6888795,3.6400146
4.3307333,3.6400146
3.4177268,3.6564257
3.1780539,3.65154
3.3141861,3.6689429
3.8286414,3.5970788
3.9120231,3.5970788
4.0604429,3.5970788
3.9982007,3.5970788
4.4773369,3.5970788
4.0342407,3.5970788
4.1108737,3.5970788
4.0775375,3.5970788
3.9512436,3.5970788
4.2195077,3.5970788
3.7954891,3.5970788
3.4011974,3.5970788
3.6763008,3.5970788
4.0073333,3.5970788
3.4657359,3.5970788
4.1510401,3.5970788
4.3502779,3.5970788
3.7954891,3.5970788
3.8286414,3.6315424
4.1026435,3.6844099
3.9796817,3.6387701
3.7376697,3.6387701
3.5553482,3.6387701
3.7841897,3.6387701
3.2771447,3.6387701
3.9702919,3.6387701
3.7612002,3.6387701
3.9889841,3.6387701
3.8394523,3.6387701
3.9219732,3.6387701
3.8066626,3.6387701
3.8066626,3.6387701
3.6888795,3.6387701
3.7612002,3.6387701
4.0604429,3.6387701
3.9512436,3.6387701
4.2121277,3.6387701
3.6375861,3.6387701
3.8066626,3.7778642
4.2835865,4.0053244
4.3307333,4.0053244
3.583519,4.0053244
3.6888795,4.0053244
4.0430512,4.0053244
4.356709,4.0053244
3.7376697,4.0053244
3.713572,4.0053244
3.9120231,4.0053244
4.0859761,4.0053244
3.6888795,4.0053244
3.9019728,4.0053244
3.9219732,4.0053244
3.3672957,4.0053244
3.9318256,4.0053244
3.7612002,4.0053244
4.1588831,3.887841
4.0604429,3.8396471
4.3307333,3.8396471
4.2341065,3.8396471
3.8501475,3.8396471
3.2958369,3.8396471
3.6375861,3.8396471
4.3944492,3.8396471
3.5553482,3.8396471
4.1108737,3.8396471
3.4657359,3.8396471
4.2046928,3.8396471
4.3694477,3.8396471
3.624341,3.8396471
3.3672957,3.5520797
4.0073333,3.5520797
3.3141861,3.5520797
4.6051702,3.5520797
4.1431346,3.5520797
3.9120231,3.5520797
3.7612002,3.5520797
3.5553482,3.5520797
4.051785,3.5520797
3.5409594,3.5520797
3.8918202,3.5520797
3.2386785,3.5520797
4.1743875,3.5520797
3.5553482,3.5520797
3.7376697,3.5520797
3.4657359,3.5520797
3.1780539,3.5520797
3.4499876,3.5520797
3.5973122,3.5520797
3.4339871,3.5506289
3.5115454,3.5506289
3.3499041,3.5506289
3.5263605,3.5506289
3.1354942,3.5506289
3.0910425,3.5506289
4.4308167,3.5506289
3.4657359,3.5506289
3.1780539,3.5506289
3.0445225,3.5506289
3.3322046,3.5506289
3.1780539,3.5506289
3.48124,3.5506289
3.2386785,3.5506289
3.1135154,3.5506289
3.4965076,3.5506289
3.6888795,3.5506289
3.6635616,3.8833566
3.7841897,3.6742394
4.6821313,3.6742394
4.0775375,3.6742394
3.7841897,3.5921609
3.2580965,3.5921609
3.6635616,3.5921609
3.3141861,3.5921609
3.8501475,3.5921609
3.9608133,3.5921609
3.5263605,3.5921609
3.5115454,3.5921609
3.5553482,3.5921609
3.1780539,3.5921609
3.6506581,3.5921609
3.4657359,3.5921609
3.2580965,3.5921609
3.4965076,3.5921609
3.5409594,3.5921609
3.7612002,3.5921609
3.8177123,3.5921609
3.5973122,3.6555693
3.6506581,3.6555693
4.1271343,3.6555693
3.0445225,3.6555693
3.6109178,3.6555693
4.1743875,3.6555693
4.4308167,3.6555693
3.3672957,3.6555693
4.0604429,3.6555693
3.6109178,3.6555693
3.4011974,3.6555693
3.0445225,3.6555693
3.3141861,3.6555693
3.4011974,3.6555693
3.583519,3.6555693
3.7727609,3.6555693
4.2046928,3.6555693
3.4657359,3.6555693
3.3672957,3.6555693
3.6635616,3.6555693
3.5695326,3.6555693
3.624341,3.5800037
3.2386785,3.5800037
3.871201,3.5800037
3.7376697,3.5800037
3.0445225,3.5800037
3.198673,3.5800037
3.7256935,3.5800037
4.2484951,3.5800037
3.1780539,3.5800037
3.8394523,3.5800037
3.8501475,3.5800037
4.0430512,3.5800037
3.8607297,3.5800037
3.3322046,3.5800037
3.5973122,3.6838045
3.7256935,3.6838045
3.5695326,3.6838045
3.7612002,3.6838045
3.9318256,3.6838045
3.7376697,3.6838045
3.1780539,3.6838045
3.6375861,3.6838045
3.583519,3.6838045
3.6375861,3.6838045
3.7013021,3.6838045
3.8286414,3.6838045
3.6109178,3.6838045
4.4773369,3.6838045
3.713572,3.6838045
3.5695326,3.6838045
4.3307333,3.6838045
3.4657359,3.6838045
4.4773369,3.538234
3.4011974,3.538234
3.8066626,3.6026766
3.4339871,3.6026766
4.3372908,3.6026766
3.9702919,3.6026766
3.5553482,3.6026766
3.1354942,3.6026766
3.4177268,3.6026766
3.8501475,3.6026766
3.7954891,3.6026766
3.4339871,3.6026766
4.0253515,3.6026766
3.5115454,3.6026766
3.4499876,3.6026766
3.7495041,3.6026766
3.6635616,3.6026766
3.7495041,3.6199467
4.0430512,3.6199467
3.6888795,3.6199467
3.8066626,3.6199467
4.3820267,3.6199467
3.8918202,3.6199467
3.5115454,3.6199467
3.871201,3.6199467
3.3672957,3.6199467
3.5409594,3.6199467
3.3322046,3.6199467
4.2046928,3.6199467
3.0910425,3.6199467
3.5553482,3.6199467
3.4011974,3.6199467
3.6635616,3.6199467
3.0445225,3.6199467
3.3141861,3.5272727
4.0342407,3.5272727
3.6763008,3.5272727
3.2958369,3.5272727
3.3672957,3.5272727
3.4657359,3.5272727
3.5973122,3.5272727
3.6888795,3.5272727
3.8066626,3.5272727
3.0445225,3.5272727
3.6763008,3.5272727
3.0445225,3.5272727
3.2958369,3.5272727
3.068053,3.5272727
3.198673,3.5272727
3.6109178,3.6440303
4.2195077,3.6440303
3.4011974,3.6440303
3.5409594,3.6440303
3.583519,3.6440303
3.5973122,3.6440303
3.4177268,3.6440303
3.3499041,3.6440303
3.5409594,3.6440303
3.5263605,3.6440303
4.5325994,3.6440303
3.3499041,3.6440303
3.4339871,3.6440303
3.4011974,3.6440303
3.7612002,3.6440303
3.4657359,3.6440303
3.5263605,3.6440303
3.624341,3.6891246
3.8394523,3.6891246
3.6109178,3.6891246
2.7080503,3.6891246
3.7256935,3.6891246
3.8815639,3.6891246
3.7612002,3.6891246
3.6375861,3.6891246
3.9318256,3.6891246
3.6888795,3.6891246
3.2958369,3.6891246
3.4339871,3.6891246
3.8607297,3.6891246
3.8918202,3.6891246
3.7841897,3.6891246
3.9889841,3.6891246
3.8918202,3.8685219
4.4543471,4.0812101
3.713572,4.0812101
4.3307333,4.0812101
3.9702919,4.0812101
3.6888795,3.9982369
4.2626801,3.9982369
3.9120231,3.9982369
3.4657359,3.9982369
3.4177268,4.0125694
4.4426513,4.0125694
4.5432949,4.2421246
4.5432949,4.2421246
3.9019728,4.1916413
4.59512,4.1916413
3.7841897,4.1583185
3.7376697,4.1583185
3.7495041,4.1583185
4.5325994,4.0401783
4.0430512,4.0401783
4.3438053,4.0401783
4.2046928,4.0401783
4.2195077,4.0401783
4.4773369,4.0401783
4.0253515,4.0401783
3.8918202,4.0401783
4.1108737,4.0401783
4.1896548,3.9201334
3.8066626,3.9201334
3.6763008,3.9201334
3.8918202,3.9201334
3.2958369,3.9201334
4.0073333,3.9201334
4.3174882,3.9201334
3.624341,3.9201334
3.9889841,3.9201334
3.9608133,3.9201334
4.5432949,3.9201334
3.8177123,3.9201334
4.1896548,3.9201334
3.8501475,3.9201334
4.5747108,3.9201334
4.2626801,3.8437738
3.3141861,3.8437738
3.3322046,3.8437738
3.7954891,3.8437738
3.6763008,3.8515172
4.2413268,3.8515172
3.7954891,3.8515172
3.7612002,3.8498135
3.8501475,3.8498135
3.9889841,3.8498135
4.3438053,3.8498135
4.0943446,3.9342828
3.713572,3.9342828
4.2268338,3.6453271
4.2484951,3.6453271
3.8607297,3.6453271
4.1108737,3.6453271
3.9889841,3.6453271
3.2958369,3.6453271
3.6888795,3.6453271
3.5409594,3.6453271
3.9120231,3.6453271
4.0073333,3.6453271
3.9415817,3.6453271
4.1271343,3.6453271
3.9608133,3.6453271
3.9889841,3.6453271
3.6635616,3.6453271
3.8815639,3.6453271
4.1108737,3.6453271
3.8286414,3.6656244
3.4177268,3.6656244
3.7612002,3.6656244
3.9608133,3.6656244
3.9608133,3.6656244
4.3040652,3.6656244
3.9889841,3.6656244
3.624341,3.6656244
3.9982007,3.6656244
4.2904596,3.6656244
3.7841897,3.6716583
3.4657359,3.6716583
3.871201,3.6716583
4.1588831,3.6716583
4.1972017,3.6716583
3.2958369,3.6716583
4.2484951,3.6716583
3.9608133,3.6716583
3.8286414,3.6716583
4.0943446,3.6716583
4.2121277,3.6716583
3.871201,3.6716583
3.7612002,3.6716583
3.5553482,3.6716583
3.9019728,3.6716583
3.8286414,3.6716583
4.2195077,3.6948063
4.1026435,3.7370646
3.7376697,3.7370646
4.7184987,3.7370646
4.0859761,3.7370646
3.9318256,3.7370646
3.9702919,3.7370646
3.4499876,3.7370646
3.48124,3.7370646
3.7954891,3.7370646
4.0690269,3.7370646
3.4965076,3.7370646
3.9702919,3.7370646
4.1108737,3.7370646
4.1431346,3.7370646
4.5432949,3.7370646
3.9702919,3.7370646
4.1351666,3.7370646
3.713572,3.7370646
3.7612002,3.7370646
3.7256935,3.7370646
3.4657359,3.6083214
4.3438053,3.6083214
3.3322046,3.6083214
3.9318256,3.6083214
4.2046928,3.6083214
3.9318256,3.6083214
3.5553482,3.6083214
3.1780539,3.6083214
3.3141861,3.6083214
3.7727609,3.6083214
3.6375861,3.6083214
3.8607297,3.6083214
3.713572,3.6083214
3.6888795,3.6083214
3.7256935,3.6083214
4.2341065,3.6083214
3.4965076,3.6083214
3.5695326,3.6083214
2.9957323,3.6083214
3.7376697,3.6083214
3.7954891,3.5751364
3.8286414,3.6263716
3.5115454,3.5563097
3.9702919,3.5563097
3.7727609,3.5563097
4.0604429,3.5563097
3.6763008,3.5563097
4.0342407,3.6263716
3.7727609,3.5563097
3.9019728,3.6263716
4.0073333,3.5563097
3.7376697,3.5563097
3.7727609,3.5563097
3.9415817,3.5563097
3.6635616,3.5563097
4.4308167,3.5563097
4.1026435,3.6263716
3.5263605,3.5563097
3.5409594,3.635581
4.0430512,3.635581
4.1896548,3.635581
3.6375861,3.635581
3.7841897,3.635581
3.583519,3.7056429
3.583519,3.635581
4.1820502,3.635581
4.0430512,3.635581
3.6888795,3.635581
3.2958369,3.7056429
4.1271343,3.635581
3.3843904,3.635581
3.5553482,3.635581
3.1570003,3.7549746
3.7376697,3.6283917
3.5553482,3.6283917
3.2386785,3.6283917
4.1351666,3.6283917
3.4011974,3.6283917
3.6506581,3.6283917
3.3322046,3.6283917
3.2386785,3.6283917
3.3499041,3.6283917
4.0859761,3.6283917
3.8815639,3.6283917
3.8177123,3.6283917
4.6249728,3.6283917
4.3820267,3.6283917
3.8286414,3.6283917
3.6506581,3.6283917
3.9120231,3.6283917
4.2904596,3.6283917
3.48124,3.6283917
4.4659081,3.6283917
3.7013021,3.6283917
4.4998097,4.0523853
4.2195077,4.0523853
4.6443911,3.8011596
3.48124,3.7227736
3.9512436,3.7368717
3.713572,3.7368717
3.583519,3.7368717
4.2341065,3.7368717
3.713572,3.7368717
4.0430512,3.7368717
3.8286414,3.7368717
3.8918202,3.7368717
3.713572,3.7368717
4.1588831,3.7368717
4.1666651,3.7368717
3.6635616,3.7368717
3.2958369,3.7368717
3.713572,3.7368717
3.9120231,4.022706
3.7612002,4.022706
3.9702919,4.022706
3.5409594,4.022706
4.6634393,4.022706
4.0430512,4.022706
3.9889841,4.022706
3.9219732,4.022706
4.3174882,4.022706
4.6347289,4.022706
4.1431346,4.022706
3.9120231,4.022706
4.1271343,4.022706
4.3438053,4.022706
3.6375861,3.718713
3.8286414,3.718713
3.7612002,3.6889002
3.3499041,3.6889002
3.4339871,3.8066549
3.6635616,3.8066549
3.7612002,3.8066549
4.3307333,3.8066549
4.4426513,3.8066549
3.7841897,3.8066549
4.2195077,3.8066549
3.8066626,3.8066549
3.6763008,3.8066549
3.8286414,3.8066549
4.4367514,3.8066549
3.713572,3.8066549
3.7727609,3.8066549
3.713572,3.8066549
3.4499876,3.8066549
3.7954891,3.9450164
3.4965076,3.9450164
