clust_RCSI,clust_RCSI_ipczone_predict_m3
12.3125,.096382104
5.352941,2.7116749
5.0799999,-2.4029908
4.2857141,.17854001
.8125,1.3129878
10.842105,-2.4029908
2.0869565,1.0002931
2.1500001,1.4579778
3.090909,1.2441853
2.25,2.8658659
2.8888888,1.2441853
8.2857141,2.0257773
7.0454545,3.0048802
3.3809524,1.0002931
2.2222223,3.0048802
3.8571429,3.0048802
4.1428571,3.3192034
1.1363636,6.4260197
4.1999998,3.9512894
3.25,2.5775361
4.1999998,3.3974073
7.5454545,3.3974073
3.5263157,2.0504229
10.166667,3.6005058
4,3.4626091
8.5625,4.1543655
6.2105265,6.5991354
9.4705887,3.5574296
2.3181818,1.483687
8.2631578,3.4626091
4.4705882,.11325393
3.8823528,.11325393
6.125,.11325393
3.6111112,2.8719676
2.0555556,2.8719676
4.8888888,-2.3806789
1.7619047,.16776061
.86666667,-1.7876821
1.25,.16776061
.2631579,.16776061
.8125,1.5048544
2.5294118,.16776061
.625,1.5460919
3.0999999,2.1101263
3.5,.16776061
5.0500002,.16776061
3.652174,2.096257
1.1304348,3.1557269
3.9130435,3.1557269
3.1481481,3.1557269
1.7777778,1.177116
1.8333334,1.177116
5.8888888,1.5460919
8.6499996,1.5460919
4.4347825,1.5460919
4.3888888,1.5460919
4.4583335,3.3193688
1.6666666,.99978197
5.75,.99978197
11.85,.99978197
2.75,1.5701263
2.7894738,-.7669788
1.3214285,-.7669788
.90909094,-.7669788
2.8636363,1.5460919
1.6842105,-.7669788
7.652174,-.7669788
.15000001,-.7669788
4.125,-.7669788
4.4375,2.3320851
3.8125,1.5460919
4.8421054,1.3944486
7,2.3026381
7.4705882,2.3026381
4.3684211,2.3895712
3.1904762,2.3320851
3.4705882,1.837684
2.3,2.3320851
8.0526314,-.29024893
2.4736843,5.2225461
8.4210529,2.2351124
2.1428571,2.2351124
7.0952382,2.2655935
13.722222,-1.1876688
10.714286,2.7729352
2.5238094,2.2655935
12,.89116246
9.25,3.6498315
3.75,1.4757104
4.6666665,1.6947131
4.6111112,2.015872
4.1176472,2.015872
3,2.2021275
5.909091,2.015872
1.5263158,2.2021275
3,1.7155768
3.4000001,1.7155768
4.125,1.9692837
3.3125,.090523288
2.8636363,2.833178
2.5882354,2.0569069
.78947371,2.0569069
3.1818182,2.833178
3.5882354,2.1011586
3.5,-2.3820207
3.3529413,-1.7460423
2,.1228189
4.4666667,1.3694375
2.4375,.1228189
2.4736843,.1228189
.095238097,.1228189
2.2608695,2.1105394
3.3,2.1105394
7,2.1105394
1.7826087,3.1937392
4.5714288,1.2499835
2.72,1.5847478
2.6111112,1.5847478
3.1500001,1.5847478
5.1999998,1.5847478
5.3157897,1.5847478
7.1500001,1.5847478
6.6666665,1.5847478
6,1.5847478
2.7391305,1.5847478
3.2592592,3.3879118
4.352941,1.0124369
4.7222223,1.5722401
.75,-.76698118
2.8,-.76698118
4.3000002,1.4224751
2.6842105,1.4224751
4.6999998,1.4224751
6.8571429,1.7087766
1.2857143,1.7087766
4.4761906,2.1333296
2.3529413,1.4803008
3.0454545,1.9289807
2.8571429,1.8231692
1.9375,5.1093144
3.5,2.1961374
4.0526314,2.1961374
6.1875,2.7967777
10.55,.97549456
8.043478,.97549456
7.1052632,3.6281741
4.5238094,1.8231692
3,1.7138946
7.818182,1.3933299
3.2777777,1.9289807
4,1.9289807
1.9130435,1.5432535
5.3333335,1.5745145
1.1578947,1.5432535
5.1428571,1.5432535
3.4761906,2.2203534
